operating_point,condition,horizon,movies,component_rmse_mean,component_rmse_std,vector_rmse_mean,r2_mean,rmse_improvement_percent_mean,movies_improved,source_path,source_sha256
h6_utility,missing_0.1,2,6,4.230018446053038,0.4856940145304726,5.982149455496571,0.7750942981154192,9.866315911969629,6,/Users/dmitrijabovskij/Desktop/Airi/outputs/lachance_foldlocal_semigroup_stress_v188_h6_2026-07-29/v157f_stress_aggregate.csv,dcb5d2e44f3c5159698f9647f56d320830e555d33a48f6905cd369f8d8b42f69
h6_utility,tracking_noise_1px,2,6,4.249546419612364,0.4627980567323708,6.009766180549832,0.7729407308521753,9.399308665119465,6,/Users/dmitrijabovskij/Desktop/Airi/outputs/lachance_foldlocal_semigroup_stress_v188_h6_2026-07-29/v157f_stress_aggregate.csv,dcb5d2e44f3c5159698f9647f56d320830e555d33a48f6905cd369f8d8b42f69
h6_utility,missing_0.2,2,6,4.27861819920611,0.494396041338533,6.05087988553363,0.7699201855968595,8.836280042385964,6,/Users/dmitrijabovskij/Desktop/Airi/outputs/lachance_foldlocal_semigroup_stress_v188_h6_2026-07-29/v157f_stress_aggregate.csv,dcb5d2e44f3c5159698f9647f56d320830e555d33a48f6905cd369f8d8b42f69
h6_utility,missing_0.4,2,6,4.384780771714859,0.4919399357915626,6.20101643539192,0.7582749924025026,6.546300332586355,6,/Users/dmitrijabovskij/Desktop/Airi/outputs/lachance_foldlocal_semigroup_stress_v188_h6_2026-07-29/v157f_stress_aggregate.csv,dcb5d2e44f3c5159698f9647f56d320830e555d33a48f6905cd369f8d8b42f69
h6_utility,tracking_noise_2px,2,6,4.406661192266048,0.4234993433024824,6.231960022885839,0.7556067882131483,5.931508358533269,6,/Users/dmitrijabovskij/Desktop/Airi/outputs/lachance_foldlocal_semigroup_stress_v188_h6_2026-07-29/v157f_stress_aggregate.csv,dcb5d2e44f3c5159698f9647f56d320830e555d33a48f6905cd369f8d8b42f69
h6_utility,update_every_2,2,6,4.431481623268919,0.4890974361538858,6.267061413034045,0.7530829293120808,5.533081686610223,6,/Users/dmitrijabovskij/Desktop/Airi/outputs/lachance_foldlocal_semigroup_stress_v188_h6_2026-07-29/v157f_stress_aggregate.csv,dcb5d2e44f3c5159698f9647f56d320830e555d33a48f6905cd369f8d8b42f69
h6_utility,update_every_3,2,6,4.528172422678688,0.4992744646219723,6.403802852916036,0.7421650192618158,3.473159663407088,6,/Users/dmitrijabovskij/Desktop/Airi/outputs/lachance_foldlocal_semigroup_stress_v188_h6_2026-07-29/v157f_stress_aggregate.csv,dcb5d2e44f3c5159698f9647f56d320830e555d33a48f6905cd369f8d8b42f69
h6_utility,update_every_6,2,6,4.617564083124442,0.5131491758585477,6.530221751481473,0.7319058445573533,1.5755000783271207,6,/Users/dmitrijabovskij/Desktop/Airi/outputs/lachance_foldlocal_semigroup_stress_v188_h6_2026-07-29/v157f_stress_aggregate.csv,dcb5d2e44f3c5159698f9647f56d320830e555d33a48f6905cd369f8d8b42f69
h6_utility,no_update,2,6,4.692148016038391,0.5283004496556833,6.6356993609435015,0.7232227225122463,0.0,0,/Users/dmitrijabovskij/Desktop/Airi/outputs/lachance_foldlocal_semigroup_stress_v188_h6_2026-07-29/v157f_stress_aggregate.csv,dcb5d2e44f3c5159698f9647f56d320830e555d33a48f6905cd369f8d8b42f69
h6_utility,wrong_cell,2,6,5.1002436456039275,0.4771068005777203,7.212833735020272,0.6726302550215116,-8.899802162550866,0,/Users/dmitrijabovskij/Desktop/Airi/outputs/lachance_foldlocal_semigroup_stress_v188_h6_2026-07-29/v157f_stress_aggregate.csv,dcb5d2e44f3c5159698f9647f56d320830e555d33a48f6905cd369f8d8b42f69
h6_utility,delay_1frame,2,6,5.164902525040719,0.5089336369911216,7.30427519924763,0.6644373179625108,-10.254309520939158,0,/Users/dmitrijabovskij/Desktop/Airi/outputs/lachance_foldlocal_semigroup_stress_v188_h6_2026-07-29/v157f_stress_aggregate.csv,dcb5d2e44f3c5159698f9647f56d320830e555d33a48f6905cd369f8d8b42f69
h6_utility,real_update_every_1,4,6,4.92497815384113,0.6430861782151399,6.964970899553335,0.9058703966542828,24.158739664171705,6,/Users/dmitrijabovskij/Desktop/Airi/outputs/lachance_foldlocal_semigroup_stress_v188_h6_2026-07-29/v157f_stress_aggregate.csv,dcb5d2e44f3c5159698f9647f56d320830e555d33a48f6905cd369f8d8b42f69
h6_utility,update_every_1,4,6,4.92497815384113,0.6430861782151399,6.964970899553335,0.9058703966542828,24.158739664171705,6,/Users/dmitrijabovskij/Desktop/Airi/outputs/lachance_foldlocal_semigroup_stress_v188_h6_2026-07-29/v157f_stress_aggregate.csv,dcb5d2e44f3c5159698f9647f56d320830e555d33a48f6905cd369f8d8b42f69
h6_utility,tracking_noise_0.5px,4,6,4.949317258104222,0.6386497203998127,6.9993915908982105,0.9049335680151184,23.774418412006668,6,/Users/dmitrijabovskij/Desktop/Airi/outputs/lachance_foldlocal_semigroup_stress_v188_h6_2026-07-29/v157f_stress_aggregate.csv,dcb5d2e44f3c5159698f9647f56d320830e555d33a48f6905cd369f8d8b42f69
h6_utility,tracking_noise_1px,4,6,5.028117377218329,0.6141612402381881,7.110831788065997,0.9018698847590798,22.514284261956263,6,/Users/dmitrijabovskij/Desktop/Airi/outputs/lachance_foldlocal_semigroup_stress_v188_h6_2026-07-29/v157f_stress_aggregate.csv,dcb5d2e44f3c5159698f9647f56d320830e555d33a48f6905cd369f8d8b42f69
h6_utility,missing_0.1,4,6,5.0887610545459685,0.6425344670274842,7.196594899014922,0.8994981545921927,21.60802607066168,6,/Users/dmitrijabovskij/Desktop/Airi/outputs/lachance_foldlocal_semigroup_stress_v188_h6_2026-07-29/v157f_stress_aggregate.csv,dcb5d2e44f3c5159698f9647f56d320830e555d33a48f6905cd369f8d8b42f69
h6_utility,missing_0.2,4,6,5.254399303681887,0.6540698212518357,7.430842757390671,0.892897432339767,19.044365856547476,6,/Users/dmitrijabovskij/Desktop/Airi/outputs/lachance_foldlocal_semigroup_stress_v188_h6_2026-07-29/v157f_stress_aggregate.csv,dcb5d2e44f3c5159698f9647f56d320830e555d33a48f6905cd369f8d8b42f69
h6_utility,tracking_noise_2px,4,6,5.289358340477591,0.5422658392017319,7.480282301354656,0.8913395551073066,18.34629721745486,6,/Users/dmitrijabovskij/Desktop/Airi/outputs/lachance_foldlocal_semigroup_stress_v188_h6_2026-07-29/v157f_stress_aggregate.csv,dcb5d2e44f3c5159698f9647f56d320830e555d33a48f6905cd369f8d8b42f69
h6_utility,missing_0.4,4,6,5.578931911461396,0.6459855941019355,7.889801172744761,0.8791963037834988,13.980360278974198,6,/Users/dmitrijabovskij/Desktop/Airi/outputs/lachance_foldlocal_semigroup_stress_v188_h6_2026-07-29/v157f_stress_aggregate.csv,dcb5d2e44f3c5159698f9647f56d320830e555d33a48f6905cd369f8d8b42f69
h6_utility,update_every_2,4,6,5.724290286250965,0.6085533727716369,8.095368957776682,0.872725344228024,11.66345725602237,6,/Users/dmitrijabovskij/Desktop/Airi/outputs/lachance_foldlocal_semigroup_stress_v188_h6_2026-07-29/v157f_stress_aggregate.csv,dcb5d2e44f3c5159698f9647f56d320830e555d33a48f6905cd369f8d8b42f69
h6_utility,delay_1frame,4,6,5.809879819356435,0.6327487073134462,8.216410836291617,0.8691534527235575,10.362628755907489,6,/Users/dmitrijabovskij/Desktop/Airi/outputs/lachance_foldlocal_semigroup_stress_v188_h6_2026-07-29/v157f_stress_aggregate.csv,dcb5d2e44f3c5159698f9647f56d320830e555d33a48f6905cd369f8d8b42f69
h6_utility,update_every_3,4,6,5.980657156048998,0.6510224188771617,8.457926461988196,0.8611877428555869,7.7318339759649,6,/Users/dmitrijabovskij/Desktop/Airi/outputs/lachance_foldlocal_semigroup_stress_v188_h6_2026-07-29/v157f_stress_aggregate.csv,dcb5d2e44f3c5159698f9647f56d320830e555d33a48f6905cd369f8d8b42f69
h6_utility,update_every_6,4,6,6.262712749868374,0.6618780030818155,8.856813308110754,0.8477463935328139,3.3545481399513792,6,/Users/dmitrijabovskij/Desktop/Airi/outputs/lachance_foldlocal_semigroup_stress_v188_h6_2026-07-29/v157f_stress_aggregate.csv,dcb5d2e44f3c5159698f9647f56d320830e555d33a48f6905cd369f8d8b42f69
h6_utility,no_update,4,6,6.479881277411175,0.6812862143374457,9.16393598508238,0.8370813057016641,0.0,0,/Users/dmitrijabovskij/Desktop/Airi/outputs/lachance_foldlocal_semigroup_stress_v188_h6_2026-07-29/v157f_stress_aggregate.csv,dcb5d2e44f3c5159698f9647f56d320830e555d33a48f6905cd369f8d8b42f69
h6_utility,wrong_cell,4,6,7.035743288657706,0.6041598583980994,9.95004358019521,0.8078711129717365,-8.78134042893896,0,/Users/dmitrijabovskij/Desktop/Airi/outputs/lachance_foldlocal_semigroup_stress_v188_h6_2026-07-29/v157f_stress_aggregate.csv,dcb5d2e44f3c5159698f9647f56d320830e555d33a48f6905cd369f8d8b42f69
h6_utility,real_update_every_1,6,6,5.500748634593833,0.7157250217982891,7.779233322247883,0.9377208553285478,29.763802339504466,6,/Users/dmitrijabovskij/Desktop/Airi/outputs/lachance_foldlocal_semigroup_stress_v188_h6_2026-07-29/v157f_stress_aggregate.csv,dcb5d2e44f3c5159698f9647f56d320830e555d33a48f6905cd369f8d8b42f69
h6_utility,update_every_1,6,6,5.500748634593833,0.7157250217982891,7.779233322247883,0.9377208553285478,29.763802339504466,6,/Users/dmitrijabovskij/Desktop/Airi/outputs/lachance_foldlocal_semigroup_stress_v188_h6_2026-07-29/v157f_stress_aggregate.csv,dcb5d2e44f3c5159698f9647f56d320830e555d33a48f6905cd369f8d8b42f69
h6_utility,tracking_noise_0.5px,6,6,5.530743711921261,0.7118409752993831,7.821652767408762,0.9370406057288262,29.3732765491788,6,/Users/dmitrijabovskij/Desktop/Airi/outputs/lachance_foldlocal_semigroup_stress_v188_h6_2026-07-29/v157f_stress_aggregate.csv,dcb5d2e44f3c5159698f9647f56d320830e555d33a48f6905cd369f8d8b42f69
h6_utility,tracking_noise_1px,6,6,5.633629493420472,0.676130195907516,7.967155234980299,0.9346739133088482,28.008179781630066,6,/Users/dmitrijabovskij/Desktop/Airi/outputs/lachance_foldlocal_semigroup_stress_v188_h6_2026-07-29/v157f_stress_aggregate.csv,dcb5d2e44f3c5159698f9647f56d320830e555d33a48f6905cd369f8d8b42f69
h6_utility,missing_0.1,6,6,5.750276816299487,0.715683787612679,8.13211946101032,0.931964139357576,26.546151642634623,6,/Users/dmitrijabovskij/Desktop/Airi/outputs/lachance_foldlocal_semigroup_stress_v188_h6_2026-07-29/v157f_stress_aggregate.csv,dcb5d2e44f3c5159698f9647f56d320830e555d33a48f6905cd369f8d8b42f69
h6_utility,tracking_noise_2px,6,6,5.989218299686148,0.5606268444722963,8.470033747429278,0.9261387795060008,23.29516777306645,6,/Users/dmitrijabovskij/Desktop/Airi/outputs/lachance_foldlocal_semigroup_stress_v188_h6_2026-07-29/v157f_stress_aggregate.csv,dcb5d2e44f3c5159698f9647f56d320830e555d33a48f6905cd369f8d8b42f69
h6_utility,missing_0.2,6,6,6.0088791448737595,0.7310570858642903,8.497838381341316,0.9257759658321368,23.22902183720104,6,/Users/dmitrijabovskij/Desktop/Airi/outputs/lachance_foldlocal_semigroup_stress_v188_h6_2026-07-29/v157f_stress_aggregate.csv,dcb5d2e44f3c5159698f9647f56d320830e555d33a48f6905cd369f8d8b42f69
h6_utility,delay_1frame,6,6,6.329805008851781,0.6931912758350322,8.951696090695338,0.9177094697466288,19.05359910398853,6,/Users/dmitrijabovskij/Desktop/Airi/outputs/lachance_foldlocal_semigroup_stress_v188_h6_2026-07-29/v157f_stress_aggregate.csv,dcb5d2e44f3c5159698f9647f56d320830e555d33a48f6905cd369f8d8b42f69
h6_utility,missing_0.4,6,6,6.494450980612563,0.7229897665970022,9.184540656949537,0.9132577804207372,16.95474136698626,6,/Users/dmitrijabovskij/Desktop/Airi/outputs/lachance_foldlocal_semigroup_stress_v188_h6_2026-07-29/v157f_stress_aggregate.csv,dcb5d2e44f3c5159698f9647f56d320830e555d33a48f6905cd369f8d8b42f69
h6_utility,update_every_2,6,6,6.726648602047107,0.6581133143007635,9.51291768233304,0.9068244238458536,13.883546996304396,6,/Users/dmitrijabovskij/Desktop/Airi/outputs/lachance_foldlocal_semigroup_stress_v188_h6_2026-07-29/v157f_stress_aggregate.csv,dcb5d2e44f3c5159698f9647f56d320830e555d33a48f6905cd369f8d8b42f69
h6_utility,update_every_3,6,6,7.09554716052791,0.71441779223601,10.034619026876474,0.8965297251209631,9.191844252215056,6,/Users/dmitrijabovskij/Desktop/Airi/outputs/lachance_foldlocal_semigroup_stress_v188_h6_2026-07-29/v157f_stress_aggregate.csv,dcb5d2e44f3c5159698f9647f56d320830e555d33a48f6905cd369f8d8b42f69
h6_utility,update_every_6,6,6,7.48582428904486,0.7319829748646399,10.586554235109174,0.8847823745374575,4.1751482043390675,6,/Users/dmitrijabovskij/Desktop/Airi/outputs/lachance_foldlocal_semigroup_stress_v188_h6_2026-07-29/v157f_stress_aggregate.csv,dcb5d2e44f3c5159698f9647f56d320830e555d33a48f6905cd369f8d8b42f69
h6_utility,no_update,6,6,7.8120400713591165,0.761255921746067,11.047893018718142,0.8746039002712102,0.0,0,/Users/dmitrijabovskij/Desktop/Airi/outputs/lachance_foldlocal_semigroup_stress_v188_h6_2026-07-29/v157f_stress_aggregate.csv,dcb5d2e44f3c5159698f9647f56d320830e555d33a48f6905cd369f8d8b42f69
h6_utility,wrong_cell,6,6,8.462679914275641,0.6660427178485908,11.968036708790992,0.8528588907831879,-8.519474772582882,0,/Users/dmitrijabovskij/Desktop/Airi/outputs/lachance_foldlocal_semigroup_stress_v188_h6_2026-07-29/v157f_stress_aggregate.csv,dcb5d2e44f3c5159698f9647f56d320830e555d33a48f6905cd369f8d8b42f69
