split,source_groups,target_group,variant,control,validation_rmse,alpha,threshold,innovation_rmse,displacement_rmse,displacement_r2,angular_cosine,magnitude_ratio,gain_vs_cv_percent
cn03_phase1_to_phase2,4,cn03_5_8/island07,mechanics_source_pde,wrong_island,0.08099606221068784,0.01,0.01,0.07978931894175616,0.07978931891232809,0.3189661942842933,0.6327076355583896,0.962472318089044,8.328344113547145
cn03_phase1_to_phase2,4,cn03_5_8/island08,relaxation,real,0.08113438479618051,0.01,0.0,0.08582181651851023,0.08582181653864042,0.056699631696957686,0.5069202285922787,0.9358363250993708,9.800224349957656
cn03_phase1_to_phase2,4,cn03_5_8/island08,helmholtz_pde,real,0.0810086576574064,0.01,0.0,0.08582952257900886,0.08582952260193223,0.05653022352110182,0.5077534245983565,0.9370317973050922,9.792125183474115
cn03_phase1_to_phase2,4,cn03_5_8/island08,boundary_pde,real,0.08068224974895767,0.01,0.0,0.08532944000884501,0.0853294400243679,0.0674923792782467,0.5087354661430467,0.9390444263447397,10.317718070248867
cn03_phase1_to_phase2,4,cn03_5_8/island08,mechanics_source_pde,real,0.08107147109768344,100.0,0.03,0.08585055437242131,0.08585055439546434,0.056067788403133756,0.5075113699862558,0.9385280165499326,9.770020512020793
cn03_phase1_to_phase2,4,cn03_5_8/island08,mechanics_source_pde,time_shuffled,0.0810169564463008,10.0,0.0,0.08583140980282775,0.08583140982565007,0.05648873294628465,0.5076581462343802,0.9371392401350935,9.790141688334808
cn03_phase1_to_phase2,4,cn03_5_8/island08,mechanics_source_pde,spatial_shifted,0.08100918098903523,10.0,0.0,0.0858300043873295,0.08583000441022065,0.05651963106246349,0.5075862501114626,0.9371113076062682,9.79161879708806
cn03_phase1_to_phase2,4,cn03_5_8/island08,mechanics_source_pde,wrong_island,0.08099606221068784,0.01,0.01,0.08583528282969703,0.08583528285266365,0.05640358166940895,0.5077473345403949,0.9370436241526156,9.786071089717806
cytod_control_to_treated,3,cytod/island04,relaxation,real,0.1401019433752336,0.01,0.0,0.08446340969491939,0.08446340939392614,-0.4615001587798071,0.2569343045134539,0.905810391605106,9.570975719893323
cytod_control_to_treated,3,cytod/island04,helmholtz_pde,real,0.1379512261479425,0.01,0.0,0.0845885015180006,0.0845885012462013,-0.46583238132350124,0.2125908977357901,0.953317268921721,9.437048682992922
cytod_control_to_treated,3,cytod/island04,boundary_pde,real,0.1377457262335923,0.01,0.01,0.08379287121005206,0.0837928710831072,-0.4383871475017964,0.19963006848726822,0.977484556828106,10.288873868036843
cytod_control_to_treated,3,cytod/island04,mechanics_source_pde,real,0.1379169419038935,0.01,0.0,0.08459470660177675,0.08459470632998656,-0.4660474447474099,0.21355133683997293,0.9548309209670974,9.430405336764027
cytod_control_to_treated,3,cytod/island04,mechanics_source_pde,time_shuffled,0.13794365907201198,0.01,0.0,0.08459002433701662,0.08459002406537976,-0.46588515960240584,0.21333401898234744,0.9539695143076635,9.435418307739893
cytod_control_to_treated,3,cytod/island04,mechanics_source_pde,spatial_shifted,0.1379488460547649,0.01,0.0,0.08459122498553953,0.08459122471338949,-0.4659267726557035,0.21319953275733852,0.9534604329413389,9.43413285846898
cytod_control_to_treated,3,cytod/island04,mechanics_source_pde,wrong_island,0.13795809565712858,1.0,0.0,0.0845834531901157,0.08458345291901267,-0.46565742183052516,0.2127328114931806,0.9532257046418179,9.442453571395964
cytod_control_to_treated,3,cytod/island05,relaxation,real,0.1401019433752336,0.01,0.0,0.09551636849637947,0.09551636756329353,-0.3342680265743383,0.4168404238415551,0.9266539974907069,8.243760533455628
cytod_control_to_treated,3,cytod/island05,helmholtz_pde,real,0.1379512261479425,0.01,0.0,0.09498153462965185,0.09498153373348467,-0.319367673888842,0.39778898624351383,0.9574150866212023,8.757539922419848
cytod_control_to_treated,3,cytod/island05,boundary_pde,real,0.1377457262335923,0.01,0.01,0.09356425627819032,0.0935642553710374,-0.28028723097172903,0.39386404521044405,0.9670904236245376,10.119025248265082
cytod_control_to_treated,3,cytod/island05,mechanics_source_pde,real,0.1379169419038935,0.01,0.0,0.0950016366093715,0.09500163571382567,-0.3199261973946348,0.3973823330017752,0.960346751979638,8.738229283112943
cytod_control_to_treated,3,cytod/island05,mechanics_source_pde,time_shuffled,0.13794365907201198,0.01,0.0,0.09499014933566287,0.09499014843960815,-0.31960701473272946,0.39820111278058173,0.9587414238317337,8.749264345592907
cytod_control_to_treated,3,cytod/island05,mechanics_source_pde,spatial_shifted,0.1379488460547649,0.01,0.0,0.09497786820815893,0.09497786731186489,-0.3192658169360343,0.3977963836601234,0.957544402195326,8.761062010504979
cytod_control_to_treated,3,cytod/island05,mechanics_source_pde,wrong_island,0.13795809565712858,1.0,0.0,0.0949921392389002,0.09499213834260171,-0.31966230293885056,0.39833602169656657,0.9573589390933016,8.74735277776165
cytod_control_to_treated,3,cytod/island06,relaxation,real,0.1401019433752336,0.01,0.0,0.06604762830097362,0.06604762796638007,-0.368970609127772,0.32563908084027166,0.9068212656149163,8.719356429595985
cytod_control_to_treated,3,cytod/island06,helmholtz_pde,real,0.1379512261479425,0.01,0.0,0.06612586030139288,0.06612585998613911,-0.3722155633012363,0.30430799886872767,0.9386523254116599,8.611236436020247
cytod_control_to_treated,3,cytod/island06,boundary_pde,real,0.1377457262335923,0.01,0.01,0.06603978630741324,0.06603978605082807,-0.36864554932078875,0.30171856629382265,0.9544001298166972,8.73019429191522
cytod_control_to_treated,3,cytod/island06,mechanics_source_pde,real,0.1379169419038935,0.01,0.0,0.06615362565543287,0.06615362534101786,-0.3733681547667125,0.30585982746455825,0.9439384633999386,8.572863529371986
cytod_control_to_treated,3,cytod/island06,mechanics_source_pde,time_shuffled,0.13794365907201198,0.01,0.0,0.06612991457026053,0.06612991425512395,-0.3723838333713043,0.30486079249568054,0.9410245230296609,8.60563326307463
cytod_control_to_treated,3,cytod/island06,mechanics_source_pde,spatial_shifted,0.1379488460547649,0.01,0.0,0.06612261692913333,0.06612261661393282,-0.3720809564568852,0.3058470105618769,0.9386665666645253,8.615718914974368
cytod_control_to_treated,3,cytod/island06,mechanics_source_pde,wrong_island,0.13795809565712858,1.0,0.0,0.06611121362816602,0.06611121331357556,-0.3716077476545041,0.3063593625030401,0.9385991514869703,8.631478763245786
