outer_group,validation_group,variant,control,n_test,validation_rmse,alpha,threshold,innovation_rmse,displacement_rmse,displacement_r2,angular_cosine,magnitude_ratio,gain_vs_cv_percent
cn03_1_4/island02,cn03_1_4/island03,full_sparse_pde,real,5423,0.15366793686433222,0.01,0.0,0.08609643062126464,0.08609643074027448,-0.2488463967768535,0.4570473699949923,0.9289883822356539,8.96351405685435
cn03_1_4/island02,cn03_1_4/island03,full_sparse_pde,time_shuffled,5423,0.15367811723163805,0.01,0.01,0.08607697048433188,0.08607697060363695,-0.24828191402714173,0.4568859518413037,0.9285808366314751,8.984090780421427
cn03_1_4/island02,cn03_1_4/island03,full_sparse_pde,spatial_shifted,5423,0.15367941144754527,0.01,0.0,0.08609841228877903,0.08609841240800103,-0.24890388643257233,0.456506207582414,0.9282071534381408,8.961418684670148
cn03_1_4/island02,cn03_1_4/island03,full_sparse_pde,wrong_island,5423,0.15367844987444462,0.01,0.01,0.08607711051413433,0.08607711063343752,-0.24828597543423925,0.4565527441061596,0.9281632281427135,8.98394271596786
cn03_1_4/island02,cn03_1_4/island03,full_sparse_pde,kin_time_shuffled,5423,0.16841412196397104,0.01,0.03,0.09442995609232054,0.09442995628478609,-0.5023056737322289,0.4446518458824085,1.0145552976045829,0.15182610920415587
cn03_1_4/island02,cn03_1_4/island03,full_sparse_pde,kin_spatial_shifted,5423,0.16917539822221753,0.01,0.01,0.0947422525677254,0.09474225276025272,-0.5122588832999124,0.44355412197352534,1.0238361359108412,-0.17838936493875016
cn03_1_4/island02,cn03_1_4/island03,full_sparse_pde,kin_wrong_island,5423,0.16855704847517955,0.01,0.01,0.09511056818317691,0.0951105683751685,-0.5240397140440176,0.4320918594426831,1.0384391444846481,-0.5678382539533386
cn03_1_4/island03,cn03_1_4/island01,cv,real,6225,,,,0.16842122712196225,0.16842123047911683,-0.6901245318270399,0.5808402972371302,1.0206775410962992,0.0
cn03_1_4/island03,cn03_1_4/island01,persistence,real,6225,,,,0.31025449116889137,0.3102544948792162,-4.735366797909605,0.4446143857736149,1.5872761307371186,-84.21341181074305
cn03_1_4/island03,cn03_1_4/island01,relaxation,real,6225,0.09839684676405226,0.01,0.0,0.15687019806149416,0.15687020145005173,-0.4662429673380861,0.5751628997949769,0.9515752016692296,6.858416243727276
