outer_group,target,variant,n_test,rmse,r2,gain_vs_velocity_percent,validation_rmse,alpha,threshold
high_density/island02,stress_div,velocity_plus_innovation,3571,3.9303063908116576,0.007968981514237417,-0.01080432949198202,2.7978490658091553,100.0,0.03
high_density/island02,stress_div,velocity_plus_time_shuffled_innovation,3571,3.9305911165714367,0.007825243602493925,-0.018049477685874952,2.796808218947936,100.0,0.0
high_density/island02,force_balance,velocity_only,3571,8.706312980931454,0.0077854896092294235,0.0,6.141807634160038,100.0,0.0
high_density/island02,force_balance,velocity_plus_innovation,3571,8.706896327563769,0.007652523017012358,-0.0067002717866021366,6.1422958351375705,100.0,0.03
high_density/island02,force_balance,velocity_plus_time_shuffled_innovation,3571,8.707684083257533,0.007472949789278038,-0.015748369362345915,6.140323944192329,100.0,0.0
high_density/island03,traction,velocity_only,3316,16.845514326295802,-0.03304877656488148,0.0,24.13943834250588,100.0,0.03
high_density/island03,traction,velocity_plus_innovation,3316,16.846250432865823,-0.03313906179944004,-0.004369748265098392,24.14071215919133,100.0,0.03
high_density/island03,traction,velocity_plus_time_shuffled_innovation,3316,16.841763705629756,-0.03258881521467005,0.022264803516221475,24.14258915627037,100.0,0.03
high_density/island03,stress_div,velocity_only,3316,2.7950001173302725,-0.04387446219518121,0.0,3.931522261068236,100.0,0.03
high_density/island03,stress_div,velocity_plus_innovation,3316,2.795290399863698,-0.044091302442881064,-0.010385778935241676,3.932100055710082,100.0,0.03
high_density/island03,stress_div,velocity_plus_time_shuffled_innovation,3316,2.794302137632184,-0.04335316546788892,0.024972438954861235,3.932196537439107,100.0,0.03
high_density/island03,force_balance,velocity_only,3316,6.137633605352313,-0.03810764858846638,0.0,8.709052429231194,100.0,0.03
high_density/island03,force_balance,velocity_plus_innovation,3316,6.138064007450545,-0.038253248474333645,-0.007012508825167098,8.709857363116756,100.0,0.03
high_density/island03,force_balance,velocity_plus_time_shuffled_innovation,3316,6.136177054055912,-0.03761499043328431,0.023731480079413007,8.710354740065393,100.0,0.03
high_density/island04,traction,velocity_only,4525,23.885415164391677,0.018415020045731034,0.0,16.850226606924064,100.0,0.0
high_density/island04,traction,velocity_plus_innovation,4525,23.893670167262254,0.017736414545086898,-0.034560851522829415,16.851049031262768,100.0,0.03
high_density/island04,traction,velocity_plus_time_shuffled_innovation,4525,23.873832827257853,0.019366754950746023,0.04849125315221923,16.846434809086684,100.0,0.0
high_density/island04,stress_div,velocity_only,4525,4.116569778072479,0.021286331259736446,0.0,2.796676515327856,100.0,0.0
high_density/island04,stress_div,velocity_plus_innovation,4525,4.118417242925785,0.020407665313564083,-0.044878744996561575,2.7970095930394936,100.0,0.03
