packet,movies,real_h6_rmse,zero_h6_rmse,mean_gain_pct,gain_ci_low,gain_ci_high,positive_movies,wilcoxon_p,real_beats_all_controls,route_top3_real,route_top3_zero,route_top3_delta,holm_p,passes_preregistered_gate
full,11,0.26548605479977344,0.2660409049554304,0.20855821241097935,-2.769710717027449,3.7280477295859518,4,0.92626953125,True,0.7893810104293647,0.7820669104699987,0.007314099959366049,1.0,False
shape,11,0.26311410895802756,0.26604091782461514,1.1001348553898211,-1.2359032317295726,4.218366286805983,2,0.97314453125,True,0.7826538444173552,0.7820669104699987,0.0005869339473565383,1.0,False
polarity,11,0.26708908108147705,0.26604091308333655,-0.39398752093899475,-0.928219253587362,-0.05159440090257797,2,0.98388671875,False,0.7917738949839722,0.7820669104699987,0.00970698451397356,1.0,False
contact,11,0.2673431397839026,0.26604090901938354,-0.4894851582484237,-1.3009648964495117,0.2751468455087582,2,0.92626953125,False,0.7832407783647117,0.7820669104699987,0.0011738678947130765,1.0,False
reliability,11,0.26687945560975507,0.26604091308333655,-0.31519307188509255,-0.8658563628897525,0.05172808800948722,4,0.740234375,False,0.7821120592351799,0.7820669104699987,4.514876518124655e-05,1.0,False
shape_contact,11,0.2645639980381185,0.2660409076647325,0.5551438083631749,-2.341586324023692,4.169587688693622,2,0.96630859375,True,0.7879813987087453,0.7820669104699987,0.005914488238746629,1.0,False
shape_polarity,11,0.2632159902290864,0.26604091782461514,1.0618395165028789,-1.2579330362130916,4.093904005310233,3,0.91259765625,True,0.7906451758544404,0.7820669104699987,0.00857826538444173,1.0,False
