run,method,metric_unit,sequence,family,video,frame_interval_min,reference_diameter_px,horizon,component_rmse,r2,angular_cosine,magnitude_ratio,n_windows
seed42,v97_direct,cell_diameter,6,bronchial_epithelial,set_7,5.0,41.887039673926,2,0.19056271016597748,0.662402868270874,0.729358971118927,0.8314718008041382,7238
seed42,v97_direct,cell_diameter,6,bronchial_epithelial,set_7,5.0,41.887039673926,4,0.23657011985778809,0.8275744318962097,0.8396925926208496,0.8352664709091187,6700
seed42,v97_direct,cell_diameter,6,bronchial_epithelial,set_7,5.0,41.887039673926,6,0.26273050904273987,0.8799303770065308,0.871648371219635,0.8326864838600159,6221
seed42,v97_direct,cell_diameter,7,embryonic_stem,set_1,20.0,32.321638171543796,1,0.151301771402359,-0.449021577835083,-0.009124577045440674,0.7949169278144836,1001
seed42,v97_direct,cell_diameter,7,embryonic_stem,set_1,20.0,32.321638171543796,2,0.1644643247127533,0.2276613712310791,0.4223752021789551,0.8223528861999512,901
seed42,v97_direct,cell_diameter,7,embryonic_stem,set_1,20.0,32.321638171543796,4,0.16351862251758575,0.6490690112113953,0.6447545886039734,0.8357068300247192,751
seed42,v97_direct,cell_diameter,7,embryonic_stem,set_1,20.0,32.321638171543796,6,0.16449709236621857,0.7802395820617676,0.7447288036346436,0.8370198607444763,611
seed42,v97_direct,cell_diameter,12,embryonic_stem,set_14,30.0,64.830268680384,1,0.13489112257957458,-1.0382332801818848,-0.0612712986767292,0.7729169130325317,111
seed42,v97_direct,cell_diameter,12,embryonic_stem,set_14,30.0,64.830268680384,2,0.11017970740795135,0.004588425159454346,0.2760371267795563,0.7185932993888855,94
seed42,v97_direct,cell_diameter,12,embryonic_stem,set_14,30.0,64.830268680384,4,0.11160844564437866,0.3515726327896118,0.5468226075172424,0.7885051965713501,68
seed42,v97_direct,cell_diameter,12,embryonic_stem,set_14,30.0,64.830268680384,6,0.11786577850580215,0.5076949000358582,0.7662498354911804,0.7860774993896484,48
seed42,v97_direct,cell_diameter,17,embryonic_stem,set_19,30.0,64.1867162134092,1,0.29679471254348755,-0.8549052476882935,-0.07902701199054718,0.7509421110153198,160
seed42,v97_direct,cell_diameter,17,embryonic_stem,set_19,30.0,64.1867162134092,2,0.2211192548274994,0.29116570949554443,0.39029940962791443,0.7502073049545288,148
seed42,v97_direct,cell_diameter,17,embryonic_stem,set_19,30.0,64.1867162134092,4,0.2600035071372986,0.5481013059616089,0.6106612086296082,0.7252147197723389,130
seed42,v97_direct,cell_diameter,17,embryonic_stem,set_19,30.0,64.1867162134092,6,0.29196897149086,0.5693671703338623,0.7030327916145325,0.7225319743156433,114
seed42,v97_direct,cell_diameter,22,embryonic_stem,set_23,30.0,40.1250384084586,1,0.20543988049030304,-0.9647958278656006,-0.22021730244159698,0.7475993633270264,152
seed42,v97_direct,cell_diameter,22,embryonic_stem,set_23,30.0,40.1250384084586,2,0.1886090487241745,-0.14801383018493652,0.19583378732204437,0.7823998928070068,136
seed42,v97_direct,cell_diameter,22,embryonic_stem,set_23,30.0,40.1250384084586,4,0.18545477092266083,0.16540122032165527,0.45067745447158813,0.7762094140052795,106
seed42,v97_direct,cell_diameter,22,embryonic_stem,set_23,30.0,40.1250384084586,6,0.19413916766643524,0.34417688846588135,0.6072539687156677,0.7947791218757629,86
seed42,v97_direct,cell_diameter,27,embryonic_stem,set_28,15.0,73.2664856575191,1,0.07687420397996902,-0.7409993410110474,-0.05459349974989891,0.7129485011100769,208
seed42,v97_direct,cell_diameter,27,embryonic_stem,set_28,15.0,73.2664856575191,2,0.06868838518857956,0.13970285654067993,0.42206576466560364,0.7604331970214844,182
seed42,v97_direct,cell_diameter,27,embryonic_stem,set_28,15.0,73.2664856575191,4,0.06721583008766174,0.6083570122718811,0.7336547374725342,0.8030368685722351,158
seed42,v97_direct,cell_diameter,27,embryonic_stem,set_28,15.0,73.2664856575191,6,0.07431966066360474,0.7454657554626465,0.7800188064575195,0.8159628510475159,144
seed42,v97_direct,cell_diameter,32,embryonic_stem,set_32,30.0,77.98800049260215,1,0.17949089407920837,-0.7125685214996338,0.0452331006526947,0.7685189843177795,113
seed42,v97_direct,cell_diameter,32,embryonic_stem,set_32,30.0,77.98800049260215,2,0.18307971954345703,0.0776779055595398,0.42489421367645264,0.7787242531776428,98
seed42,v97_direct,cell_diameter,32,embryonic_stem,set_32,30.0,77.98800049260215,4,0.1958436220884323,0.5067248344421387,0.68214350938797,0.7684381604194641,70
seed42,v97_direct,cell_diameter,32,embryonic_stem,set_32,30.0,77.98800049260215,6,0.19837485253810883,0.678407609462738,0.7929569482803345,0.7754897475242615,45
seed42,v97_direct,cell_diameter,37,embryonic_stem,set_7,20.0,28.24055498755745,1,0.13276544213294983,-0.9725502729415894,-0.04962551221251488,0.8000079393386841,427
seed42,v97_direct,cell_diameter,37,embryonic_stem,set_7,20.0,28.24055498755745,2,0.12571130692958832,0.0030922293663024902,0.39532920718193054,0.8103259801864624,390
seed42,v97_direct,cell_diameter,37,embryonic_stem,set_7,20.0,28.24055498755745,4,0.12495037913322449,0.5126469135284424,0.5905593037605286,0.8237012028694153,326
