protocol,real_nll,coord_nll,best_control_nll,nll_gain_vs_coord,nll_gain_vs_best_control,real_student_t4_nll,coord_student_t4_nll,best_control_student_t4_nll,student_t4_gain_vs_coord,student_t4_gain_vs_best_control,coverage_error,uncertainty_error_spearman,pass
chronological,3.422367783799906,3.584819137346997,3.4578915520316893,0.16245135354709106,0.03552376823178349,3.184243959235845,3.257197555052617,3.203196444954253,0.07295359581677197,0.01895248571840824,0.11235827664399094,0.6345277357261034,True
leave_one_sequence_out,3.9891941449028394,4.054471610183551,3.998874389797049,0.06527746528071177,0.00968024489420971,3.6565750134493484,3.6819404069473043,3.667799159575025,0.025365393497955857,0.011224146125676349,0.19746445813827904,0.3165880615109555,True
