seed,protocol,fold,packet,evaluation_scale,n_val,n_test,mean_val_rmse_model_scale,gaussian_component_nll,student_t4_component_nll,coverage50,coverage90,coverage_error,uncertainty_error_spearman,mean_sigma
123,leave_one_sequence_out,mitomycin,coord_reliability,pixels,48549,24807,5.421191674904375,4.692305952951326,4.12710812840028,0.3563510299512234,0.7348329100657073,0.15440802999153466,0.28085800890560203,8.271231950419647
123,leave_one_sequence_out,mitomycin,full_real,pixels,48549,24807,5.421191674904375,4.410366055502742,4.042971220277838,0.4473737251582215,0.8024751078324667,0.07507558350465593,0.2941785537292651,9.656308432864867
123,leave_one_sequence_out,mitomycin,full_zero_state,pixels,48549,24807,5.421191674904375,4.701171917717864,4.125576749713371,0.3659047849397348,0.7393880759463055,0.14735356955697987,0.2689812816934044,8.405347980376117
123,leave_one_sequence_out,mitomycin,full_row_shuffled,pixels,48549,24807,5.421191674904375,4.698738281983834,4.125625510813552,0.36473576006772285,0.7389849639214737,0.14813963800540172,0.2760887191398897,8.394792138870466
123,leave_one_sequence_out,mitomycin,full_wrong_cell,pixels,48549,24807,5.421191674904375,4.564599602718456,4.092058813139793,0.39908090458338374,0.7640988430684887,0.11841012617406377,0.27460784849106507,8.796308324258295
123,leave_one_sequence_out,mitomycin,full_time_shuffled,pixels,48549,24807,5.421191674904375,4.542670320597407,4.083514635314068,0.40145926552989075,0.7714354819204257,0.1135526262748418,0.2884783888183437,8.949472339327583
123,leave_one_sequence_out,y27632,coord_only,pixels,46207,48549,12.355744637886756,3.2947390140502035,3.1167310288142276,0.9372592638365362,0.9829450658098005,0.26010216482316834,0.31453149185471563,9.467223513950016
123,leave_one_sequence_out,y27632,coord_shape,pixels,46207,48549,12.355744637886756,3.238602317051371,3.0729446543181616,0.9218521493748584,0.983995550886733,0.25292385013079566,0.3178872390750361,8.927522597467712
123,leave_one_sequence_out,y27632,coord_actin,pixels,46207,48549,12.355744637886756,3.3043697018794878,3.1262913740999503,0.9328925415559538,0.9834188139817504,0.25815567776885207,0.24532683197643282,9.491342644782232
123,leave_one_sequence_out,y27632,coord_contact,pixels,46207,48549,12.355744637886756,3.2968832796131786,3.1187461964618945,0.9401635461080557,0.9839337576469134,0.26204865187748455,0.3327467542399768,9.562500634398168
123,leave_one_sequence_out,y27632,coord_reliability,pixels,46207,48549,12.355744637886756,3.418424060329336,3.2214291037942315,0.9585367360810727,0.9885064573935611,0.2735215967373169,0.3011371119111309,11.118959165925107
123,leave_one_sequence_out,y27632,full_real,pixels,46207,48549,12.355744637886756,3.2858531898096843,3.110866453424092,0.9361263877731776,0.9857463593482872,0.2609363735607324,0.3111814521584657,9.451992706130858
123,leave_one_sequence_out,y27632,full_zero_state,pixels,46207,48549,12.355744637886756,3.2948697991399105,3.116789891414371,0.9371150796102906,0.9830068590496199,0.26006096932995526,0.315057467503433,9.469968876391226
123,leave_one_sequence_out,y27632,full_row_shuffled,pixels,46207,48549,12.355744637886756,3.304377060328046,3.124629816891724,0.9401429483614493,0.9834600094749635,0.2618014789182064,0.32039334853217044,9.57934254237745
123,leave_one_sequence_out,y27632,full_wrong_cell,pixels,46207,48549,12.355744637886756,3.3143427014854154,3.1329926491535307,0.9414818018908732,0.9833982162351439,0.2624400090630085,0.31121820449267856,9.67950718828015
123,leave_one_sequence_out,y27632,full_time_shuffled,pixels,46207,48549,12.355744637886756,3.3280880302784386,3.145302509683628,0.9424704937279862,0.98442810356547,0.26344929864672806,0.28781743396613174,9.866441902232781
123,leave_one_sequence_out,lisa,coord_only,pixels,24807,46207,15.218140064629242,3.9127374226581164,3.7063248678526306,0.7797303438872898,0.9276732962538143,0.15370182007055205,0.27492504510269766,12.933223478381779
