protocol,packet,seeds,folds,nll_mean,nll_std,student_t4_nll_mean,student_t4_nll_std,coverage50_mean,coverage90_mean,coverage_error_mean,uncertainty_error_spearman_mean,coord_nll,coord_student_t4_nll,nll_gain_vs_coord,student_t4_nll_gain_vs_coord
chronological,coord_actin,3,1,3.4760965925912473,0.0034503240587246517,3.2093616108066345,0.0006066990981763126,0.7036961451247166,0.9101587301587301,0.10692743764172334,0.5994298525472362,3.584819137346997,3.257197555052617,0.1087225447557496,0.047835944245982365
chronological,coord_contact,3,1,3.5678433361371593,0.0019291517521207485,3.2512536990568317,0.00025421704642023527,0.7168367346938775,0.904875283446712,0.11085600907029479,0.5353469836855895,3.584819137346997,3.257197555052617,0.01697580120983755,0.005943855995785174
chronological,coord_only,3,1,3.584819137346997,0.0031688807927221156,3.257197555052617,0.0004616600474576512,0.7187074829931973,0.9047845804988662,0.11174603174603175,0.5281694099881609,3.584819137346997,3.257197555052617,0.0,0.0
chronological,coord_reliability,3,1,3.459048598440798,0.002303525885700779,3.2025559589851116,0.0004593207485001296,0.7065192743764173,0.9125510204081633,0.10953514739229024,0.6108350862720658,3.584819137346997,3.257197555052617,0.12577053890619894,0.054641596067505294
chronological,coord_shape,3,1,3.4703543857331387,0.0013016852218925416,3.211168244236665,0.0014236724560005166,0.7241496598639455,0.9180612244897959,0.12110544217687073,0.6049597508902743,3.584819137346997,3.257197555052617,0.11446475161385816,0.04602931081595196
chronological,full_real,3,1,3.422367783799906,0.0016289151262206727,3.184243959235845,0.00010510440867204708,0.7057369614512471,0.9189795918367346,0.11235827664399094,0.6345277357261034,3.584819137346997,3.257197555052617,0.16245135354709106,0.07295359581677197
chronological,full_row_shuffled,3,1,3.580141112713893,0.0051580292012820455,3.249951904852756,0.0011295194083754438,0.711360544217687,0.9023015873015874,0.10683106575963718,0.5376684843270241,3.584819137346997,3.257197555052617,0.004678024633103739,0.007245650199860787
chronological,full_time_shuffled,3,1,3.4578915520316893,0.0019708401222144267,3.203196444954253,0.0004064706018307593,0.7059977324263039,0.9107482993197279,0.10837301587301586,0.607009597195506,3.584819137346997,3.257197555052617,0.12692758531530757,0.054001110098363725
chronological,full_wrong_cell,3,1,3.4739815579225746,0.0007576327421032466,3.207820946353651,0.0005622220897606705,0.7029818594104308,0.9099773242630386,0.10647959183673471,0.5993833962350451,3.584819137346997,3.257197555052617,0.1108375794244223,0.049376608698965985
chronological,full_zero_state,3,1,3.5844463521477863,0.0009518831845365213,3.2570847340447333,0.0008584133388120072,0.719172335600907,0.9045238095238095,0.11184807256235828,0.5281211378841532,3.584819137346997,3.257197555052617,0.00037278519921057907,0.00011282100788356786
leave_one_sequence_out,coord_actin,3,3,4.0920660328128635,0.7687296416193224,3.6908411106800125,0.4805555333443939,0.6781150782813755,0.863228816360091,0.21928770541768614,0.26877364625645783,4.054471610183551,3.6819404069473043,-0.03759442262931234,-0.008900703732708237
leave_one_sequence_out,coord_contact,3,3,4.044214202974555,0.6925979822397829,3.677334317178306,0.45769652506792274,0.6869342696220062,0.871955376519513,0.2105834353800093,0.31007199157250653,4.054471610183551,3.6819404069473043,0.010257407208996483,0.004606089768998345
leave_one_sequence_out,coord_only,3,3,4.054471610183551,0.6998242707965411,3.6819404069473043,0.4581260431263859,0.6880522046973573,0.8717867078157367,0.21031455083110706,0.29765689029687104,4.054471610183551,3.6819404069473043,0.0,0.0
leave_one_sequence_out,coord_reliability,3,3,4.063897496146367,0.6265159283370886,3.701827629629781,0.4121919399799692,0.6841876397263902,0.8725655859189002,0.2078893399650736,0.3098134434667601,4.054471610183551,3.6819404069473043,-0.009425885962816238,-0.01988722268247667
leave_one_sequence_out,coord_shape,3,3,3.9864842158930878,0.6225059665387932,3.656706515922302,0.44341626625827396,0.6902715983730292,0.8794852364048481,0.19741117024095628,0.31104486372348195,4.054471610183551,3.6819404069473043,0.06798739429046341,0.025233891025002286
leave_one_sequence_out,full_real,3,3,3.9891941449028394,0.621174546363681,3.6565750134493484,0.43893944940403534,0.6857688955278161,0.8789078069918723,0.19746445813827904,0.3165880615109555,4.054471610183551,3.6819404069473043,0.06527746528071177,0.025365393497955857
leave_one_sequence_out,full_row_shuffled,3,3,3.998874389797049,0.6324055775249452,3.667799159575025,0.4471733100560614,0.6984853662565823,0.880762862468631,0.201493971884901,0.2951362113154589,4.054471610183551,3.6819404069473043,0.055597220386502055,0.014141247372279508
leave_one_sequence_out,full_time_shuffled,3,3,4.018172735140445,0.6397198709347078,3.67474612456997,0.4396785452996389,0.6909584450435822,0.877576806150437,0.20346964294874276,0.29210533891491,4.054471610183551,3.6819404069473043,0.036298875043105916,0.007194282377334105
leave_one_sequence_out,full_wrong_cell,3,3,4.031844781029667,0.671045525209488,3.6778370751532368,0.4540781602639335,0.6896147993729043,0.8738924679558432,0.20822062550807377,0.291361780120791,4.054471610183551,3.6819404069473043,0.02262682915388403,0.004103331794067522
leave_one_sequence_out,full_zero_state,3,3,4.054213220205349,0.6989578171001083,3.682337506073036,0.45779261969945606,0.6886417463947385,0.8718959700540718,0.21066843182146336,0.2971406760710684,4.054471610183551,3.6819404069473043,0.00025838997820226695,-0.00039709912573160366
