outer_group,validation_group,variant,fit_kind,n_test,validation_rmse,alpha,threshold,innovation_rmse,displacement_rmse,displacement_r2,angular_cosine,magnitude_ratio,gain_vs_cv_percent,drift_observed_cosine,drift_shuffled_cosine,first_order_energy_decrease_fraction,shuffled_energy_decrease_fraction,first_order_energy_change_mean,quadratic_r,gradient_k_transverse,gradient_k_longitudinal,quartic_g,boundary_h,bounded_below_effective_functional
cytod/island03,cytod/island04,helmholtz_unconstrained,unconstrained,4633,0.08238694911210577,0.01,0.0,0.1385370543389879,0.13853705423570184,0.4240591705693457,0.7004051017226611,0.9642026721066511,5.026128709251096,0.619163394894886,-0.007845476372622062,0.8577595510468379,0.49643859270451113,-0.06155741688600716,1.3267645363230713,11.258942858679086,6.149771141197404,-0.0,0.0,True
cytod/island03,cytod/island04,potential_unconstrained,unconstrained,4633,0.0821989447600683,0.01,0.0,0.13770442379980688,0.13770442370121241,0.4309613650509807,0.7042314077239046,0.9654937111366221,5.596937332630698,0.6189450860678226,-0.008160424210866638,0.8588387653788042,0.49622274983811787,-0.061736433889060124,1.29296239668948,9.268670792783517,5.028801042736319,0.08907872329843337,0.0,True
cytod/island03,cytod/island04,potential_constrained,constrained,4633,0.08219894476006832,0.01,0.0,0.13770442379980685,0.13770442370121241,0.4309613650509808,0.7042314077239046,0.9654937111366221,5.596937332630698,0.6189450860678227,-0.008160424210866612,0.8588387653788042,0.49622274983811787,-0.06173643388906011,1.2929623966894788,9.268670792783723,5.028801042736097,0.08907872329843412,0.0,True
cytod/island03,cytod/island04,potential_boundary_constrained,constrained,4633,0.08219877067408166,0.01,0.0,0.1377048732732936,0.13770487317468577,0.4309576503091842,0.7042557562752861,0.9655247910999053,5.59662919676017,0.6189416682300418,-0.008180359241731543,0.8590546082451975,0.49622274983811787,-0.061736366181691836,1.2929614866319334,9.268600174567746,5.028669313221123,0.08908004065508389,-0.00015582040625344048,True
cytod/island03,cytod/island04,advective_unconstrained,unconstrained,4633,0.08141656302844,0.01,0.01,0.1381068235200585,0.13810682342444375,0.42763081767927347,0.704643742068285,0.966150776879156,5.321072801423156,0.6187268060354796,-0.0070131372314186854,0.8590546082451975,0.49730196417008415,-0.06146730703690651,1.2923867176054742,9.143810858351301,5.226188257961916,0.08813460214044885,0.0,True
cytod/island04,cytod/island03,helmholtz_unconstrained,unconstrained,3450,0.13851291689217243,100.0,0.0,0.08241511487567693,0.08241511463386815,-0.39147492699213804,0.25606741274315276,0.8913482342634581,11.763940672636746,0.7914292808679015,0.00754979270838389,0.9373913043478261,0.5098550724637682,-0.030466087304594436,1.3149169452725262,12.557750564759303,6.2171155514010925,-0.0,0.0,True
cytod/island04,cytod/island03,potential_unconstrained,unconstrained,3450,0.13767320742851197,100.0,0.0,0.08222066213074586,0.08222066195487628,-0.3849164983366484,0.25087622164952345,0.9002837718668852,11.972127462112386,0.7922066455641588,0.007494748053755762,0.9368115942028985,0.5095652173913043,-0.030512469098029793,1.277004306620577,10.203661375308146,4.979978448718756,0.1009382541578238,0.0,True
cytod/island04,cytod/island03,potential_constrained,constrained,3450,0.13767320742851194,100.0,0.0,0.08222066213074584,0.08222066195487628,-0.38491649833664865,0.25087622164952306,0.9002837718668857,11.972127462112386,0.7922066455641588,0.007494748053755766,0.9368115942028985,0.5095652173913043,-0.030512469098029793,1.2770043066205756,10.203661375308249,4.979978448718645,0.10093825415782588,0.0,True
cytod/island04,cytod/island03,potential_boundary_constrained,constrained,3450,0.13767336505906153,100.0,0.0,0.08222112731049613,0.08222112713460818,-0.38493216926151175,0.2509059189388086,0.9003240878508818,11.971629426932743,0.792191802055326,0.007485353098121841,0.9368115942028985,0.5092753623188406,-0.030512428319847153,1.2770052951999733,10.203698349089656,4.980087901173211,0.10093722944025063,0.0001433516364800193,True
cytod/island04,cytod/island03,advective_unconstrained,unconstrained,3450,0.13803765094281045,100.0,0.0,0.0815652827592828,0.08156528262309104,-0.3629262050292199,0.25041056471479417,0.898340696674081,12.673795958943735,0.7922925631083282,0.007525742510876042,0.9368115942028985,0.5092753623188406,-0.03074775610470493,1.2761601253512036,10.148168630066234,5.070993501774622,0.10093432744609328,0.0,True
cytod/island05,cytod/island06,helmholtz_unconstrained,unconstrained,3772,0.06504409171242194,0.01,0.0,0.09326682119028326,0.09326682027100079,-0.2721602580098095,0.41665613403832946,0.9197552053323163,10.404751422332888,0.7255701334084864,0.00923606421153427,0.9077412513255567,0.5063626723223754,-0.03513137520421275,1.3155157878269501,12.303672583514782,6.384999733188174,-0.0,0.0,True
cytod/island05,cytod/island06,potential_unconstrained,unconstrained,3772,0.06517975937073942,0.01,0.0,0.09257254947663425,0.09257254855789533,-0.25329100639665025,0.4156727047681277,0.9224301595550055,11.071692211515845,0.7266298311835782,0.009631487340472963,0.908271474019088,0.5071580063626723,-0.03564456459679475,1.279533662117822,10.01381819381594,5.200204250112723,0.09641379791314539,0.0,True
cytod/island05,cytod/island06,potential_constrained,constrained,3772,0.0651797593707394,0.01,0.0,0.09257254947663426,0.09257254855789537,-0.25329100639665114,0.41567270476812734,0.9224301595550063,11.071692211515808,0.7266298311835782,0.009631487340472925,0.908271474019088,0.5071580063626723,-0.03564456459679467,1.279533662117817,10.013818193816132,5.200204250112697,0.0964137979131468,0.0,True
cytod/island05,cytod/island06,potential_boundary_constrained,constrained,3772,0.06517975224599096,0.01,0.0,0.09257254511183313,0.09257254419309281,-0.25329088821112533,0.4156798235869691,0.9224428497303016,11.071696404492144,0.7266426846745849,0.009630381536717254,0.908271474019088,0.5071580063626723,-0.03564458914042465,1.2795339505463452,10.013820061010653,5.200240336262332,0.09641353975576815,3.7547054229107436e-05,True
cytod/island05,cytod/island06,advective_unconstrained,unconstrained,3772,0.06453506743530688,0.01,0.0,0.09235694260442782,0.09235694167085465,-0.24745982858691096,0.4155639417884269,0.920995677736577,11.27881144838205,0.7265356808835403,0.010157634347632364,0.9088016967126193,0.5071580063626723,-0.03580755618705419,1.278621854703269,9.949180135604196,5.302758303270419,0.09658142966995287,0.0,True
cytod/island06,cytod/island02,helmholtz_unconstrained,unconstrained,2810,0.12760964304846675,100.0,0.0,0.06503701459390297,0.0650370143195409,-0.32739710362983776,0.32178398854225115,0.8951485969634154,10.116067665485788,0.7617506792215626,-0.01598359471200358,0.9256227758007117,0.48505338078291815,-0.01977442682891219,1.3166510872991997,12.505425116948812,6.2736134350044495,-0.0,0.0,True
