dataset,variant,seeds,rmse_px_mean,rmse_px_std,gain_vs_self_flow_pct_mean,gain_vs_self_flow_pct_min,positive_seed_fraction
MDCK_Bulk,self_flow,3,21.627835950727786,0.0052013207894126,0.0,0.0,0.0
MDCK_Bulk,self_only,3,22.82676724802572,0.0491442911122669,-5.543457217747868,-5.736673122910372,0.0
MDCK_Bulk,transformerconv_social,3,20.31918777451219,0.1303319894460482,6.050658253947172,5.177742503124474,1.0
MDCK_Edge,self_flow,3,20.88639913317468,0.3048061683297466,0.0,0.0,0.0
MDCK_Edge,self_only,3,21.895489223593604,0.0272854489689148,-4.851747074400085,-6.537060201042817,0.0
MDCK_Edge,transformerconv_social,3,21.57301099623008,0.5955256647190154,-3.350567776170658,-8.342900011106762,0.3333333333333333
