method,contract,horizon,component_rmse,vector_rmse,r2,cosine,magnitude_ratio,n_rows,test_movie,seed,evaluation,fit_movies,validation_movies,confirmation_movies,windows,component_r2,vector_r2
kalmannet,streaming_receding_h1,1,3.713334083557129,5.251447677612305,0.42134216760153365,0.6801254749298096,0.853562593460083,14994.0,14,ensemble,three_seed_prediction_ensemble,"1,2,3,4",5,"10,11,12,13,14,15,16",,,
kalmannet,streaming_receding_h1,2,5.154134273529053,7.289046287536621,0.6616472448864081,0.7819894552230835,0.8833051919937134,14627.0,14,ensemble,three_seed_prediction_ensemble,"1,2,3,4",5,"10,11,12,13,14,15,16",,,
kalmannet,streaming_receding_h1,4,6.903860569000244,9.763533592224121,0.8150908270880725,0.8557718992233276,0.9003556370735168,13896.0,14,ensemble,three_seed_prediction_ensemble,"1,2,3,4",5,"10,11,12,13,14,15,16",,,
kalmannet,streaming_receding_h1,6,7.95521879196167,11.250377655029297,0.8726912581299578,0.8895690441131592,0.9015770554542542,13166.0,14,ensemble,three_seed_prediction_ensemble,"1,2,3,4",5,"10,11,12,13,14,15,16",,,
kalmannet,streaming_receding_h1,1,3.521561861038208,4.980240821838379,0.4656695067598243,0.708619236946106,0.862589955329895,14983.0,15,ensemble,three_seed_prediction_ensemble,"1,2,3,4",5,"10,11,12,13,14,15,16",,,
kalmannet,streaming_receding_h1,2,4.971020221710205,7.030084609985352,0.6844374714631174,0.7941534519195557,0.8882014155387878,14610.0,15,ensemble,three_seed_prediction_ensemble,"1,2,3,4",5,"10,11,12,13,14,15,16",,,
kalmannet,streaming_receding_h1,4,6.815940856933594,9.639196395874023,0.8234510328502898,0.864101767539978,0.9019502401351929,13868.0,15,ensemble,three_seed_prediction_ensemble,"1,2,3,4",5,"10,11,12,13,14,15,16",,,
kalmannet,streaming_receding_h1,6,7.905189514160156,11.17962646484375,0.8785883275679323,0.8985167145729065,0.902055025100708,13126.0,15,ensemble,three_seed_prediction_ensemble,"1,2,3,4",5,"10,11,12,13,14,15,16",,,
kalmannet,streaming_receding_h1,1,3.5303757190704346,4.99270486831665,0.44913516218191796,0.7045551538467407,0.867133617401123,14986.0,16,ensemble,three_seed_prediction_ensemble,"1,2,3,4",5,"10,11,12,13,14,15,16",,,
kalmannet,streaming_receding_h1,2,4.925379276275635,6.965538024902344,0.6780121269132446,0.7921932339668274,0.8954198956489563,14607.0,16,ensemble,three_seed_prediction_ensemble,"1,2,3,4",5,"10,11,12,13,14,15,16",,,
kalmannet,streaming_receding_h1,4,6.678099632263184,9.444258689880371,0.8221516634712819,0.8609902262687683,0.9095650911331177,13853.0,16,ensemble,three_seed_prediction_ensemble,"1,2,3,4",5,"10,11,12,13,14,15,16",,,
kalmannet,streaming_receding_h1,6,7.758323669433594,10.97192668914795,0.8763122622404532,0.8896734714508057,0.9100844264030457,13110.0,16,ensemble,three_seed_prediction_ensemble,"1,2,3,4",5,"10,11,12,13,14,15,16",,,
ours_h1_strict,,1,3.1502997074709587,4.455196571845423,0.546318632171372,,,,10,ensemble,frozen_v160,,,,14984.0,0.547135009618453,0.546318632171372
ours_h1_strict,,2,3.8755126729138505,5.480802583183572,0.7986491887354358,,,,10,ensemble,frozen_v160,,,,14610.0,0.7990214329560694,0.7986491887354358
ours_h1_strict,,4,4.756850371674701,6.727202309801861,0.909921870328792,,,,10,ensemble,frozen_v160,,,,13863.0,0.9101281689719912,0.909921870328792
ours_h1_strict,,6,5.42841992369385,7.676945078344165,0.9397669975654735,,,,10,ensemble,frozen_v160,,,,13117.0,0.9399062957779768,0.9397669975654735
ours_h1_strict,,1,3.345690659513342,4.731521106188754,0.5048624479211816,,,,11,ensemble,frozen_v160,,,,14994.0,0.5047231593792811,0.5048624479211816
ours_h1_strict,,2,4.083303255209099,5.774662842798916,0.7785001388966178,,,,11,ensemble,frozen_v160,,,,14618.0,0.778371517438726,0.7785001388966178
ours_h1_strict,,4,4.91777661247781,6.954786382087335,0.903541703827935,,,,11,ensemble,frozen_v160,,,,13870.0,0.9034438612454408,0.903541703827935
ours_h1_strict,,6,5.601906418312418,7.92229203192231,0.9359859160026952,,,,11,ensemble,frozen_v160,,,,13124.0,0.9359404899191668,0.9359859160026952
ours_h1_strict,,1,3.4313823741652456,4.85270749123248,0.463705601504679,,,,12,ensemble,frozen_v160,,,,14989.0,0.4626199502277716,0.463705601504679
ours_h1_strict,,2,4.096608827171105,5.793479763122715,0.7624798558653605,,,,12,ensemble,frozen_v160,,,,14617.0,0.761807406950817,0.7624798558653605
ours_h1_strict,,4,4.983726514567638,7.048053628059948,0.8928892545379516,,,,12,ensemble,frozen_v160,,,,13879.0,0.8923261874473447,0.8928892545379516
ours_h1_strict,,6,5.599395976531835,7.918741731108661,0.9299336604800456,,,,12,ensemble,frozen_v160,,,,13145.0,0.9294493724875664,0.9299336604800456
ours_h1_strict,,1,3.7471825380281634,5.299316365967065,0.4315884057060636,,,,13,ensemble,frozen_v160,,,,14992.0,0.4317315598735139,0.4315884057060636
ours_h1_strict,,2,4.505085988651335,6.371153704807721,0.7422560954753967,,,,13,ensemble,frozen_v160,,,,14615.0,0.7422707846706145,0.7422560954753967
ours_h1_strict,,4,5.326936815624999,7.533426290561421,0.890358933965269,,,,13,ensemble,frozen_v160,,,,13864.0,0.8903826083232906,0.890358933965269
ours_h1_strict,,6,6.063974620954987,8.575755150840791,0.926809630948087,,,,13,ensemble,frozen_v160,,,,13118.0,0.926833010293434,0.926809630948087
ours_h1_strict,,1,3.5066817595479423,4.959196903279048,0.483956320522915,,,,14,ensemble,frozen_v160,,,,14994.0,0.4839390496623408,0.483956320522915
ours_h1_strict,,2,4.336932304583267,6.133348484235659,0.7604348886641744,,,,14,ensemble,frozen_v160,,,,14627.0,0.7604111515612718,0.7604348886641744
ours_h1_strict,,4,5.156049964713813,7.291755788371593,0.8968643846980946,,,,14,ensemble,frozen_v160,,,,13896.0,0.896882171539412,0.8968643846980946
ours_h1_strict,,6,5.827978571084743,8.242006336447814,0.9316733886808248,,,,14,ensemble,frozen_v160,,,,13166.0,0.9316858537675504,0.9316733886808248
ours_h1_strict,,1,3.346695304829134,4.73294188921972,0.5174174231132882,,,,15,ensemble,frozen_v160,,,,14983.0,0.5175059441693877,0.5174174231132882
ours_h1_strict,,2,4.135143870382142,5.847976543858396,0.7816387507855317,,,,15,ensemble,frozen_v160,,,,14610.0,0.7816468789233122,0.7816387507855317
ours_h1_strict,,4,5.044705334791195,7.134290702637613,0.9032869285134392,,,,15,ensemble,frozen_v160,,,,13868.0,0.9032865979309403,0.9032869285134392
ours_h1_strict,,6,5.759150572142116,8.14466884687215,0.9355604124390804,,,,15,ensemble,frozen_v160,,,,13126.0,0.935555612739586,0.9355604124390804
ours_h1_strict,,1,3.346263122639157,4.73233069130524,0.5050932241427674,,,,16,ensemble,frozen_v160,,,,14986.0,0.50509014827544,0.5050932241427674
ours_h1_strict,,2,4.028887001352652,5.697706638581591,0.7845580052707831,,,,16,ensemble,frozen_v160,,,,14607.0,0.7844522139493748,0.7845580052707831
ours_h1_strict,,4,4.843991246434676,6.850438116724472,0.9064269566976564,,,,16,ensemble,frozen_v160,,,,13853.0,0.9063243177110106,0.9064269566976564
ours_h1_strict,,6,5.492200431935496,7.767144338114548,0.9380154288930332,,,,16,ensemble,frozen_v160,,,,13110.0,0.9379240772090804,0.9380154288930332
ours_h6_utility,,1,3.4285536594053685,4.848707084454977,0.4626353422310135,,,,10,ensemble,frozen_v160,,,,14984.0,0.4634495813138213,0.4626353422310135
ours_h6_utility,,2,3.7675277057096976,5.328088778031046,0.8097135033314964,,,,10,ensemble,frozen_v160,,,,14610.0,0.809972855131964,0.8097135033314964
ours_h6_utility,,4,4.194054869844095,5.931289278270445,0.9299757292714528,,,,10,ensemble,frozen_v160,,,,13863.0,0.9301419824900944,0.9299757292714528
ours_h6_utility,,6,4.562067279250159,6.4517374187740995,0.9574586750470996,,,,10,ensemble,frozen_v160,,,,13117.0,0.9575681028029112,0.9574586750470996
ours_h6_utility,,1,3.6425981658875584,5.151411728473546,0.4130828140232908,,,,11,ensemble,frozen_v160,,,,14994.0,0.4128685668634509,0.4130828140232908
ours_h6_utility,,2,3.9851516346503937,5.635855489835896,0.7890206790471302,,,,11,ensemble,frozen_v160,,,,14618.0,0.7888754128220622,0.7890206790471302
ours_h6_utility,,4,4.379612121093949,6.19370685958466,0.9234979117738932,,,,11,ensemble,frozen_v160,,,,13870.0,0.9234029112549388,0.9234979117738932
ours_h6_utility,,6,4.764055281842886,6.737391591477388,0.9537025127147016,,,,11,ensemble,frozen_v160,,,,13124.0,0.9536590195581028,0.9537025127147016
ours_h6_utility,,1,3.7558588487079714,5.311586522201812,0.3574845822286984,,,,12,ensemble,frozen_v160,,,,14989.0,0.3559516112185921,0.3574845822286984
ours_h6_utility,,2,4.001298758174205,5.658690970916585,0.7734033871134565,,,,12,ensemble,frozen_v160,,,,14617.0,0.7727643408289114,0.7734033871134565
ours_h6_utility,,4,4.463532580924911,6.312388312038193,0.9140824160178876,,,,12,ensemble,frozen_v160,,,,13879.0,0.9136439202971474,0.9140824160178876
ours_h6_utility,,6,4.799204551965503,6.787100165992308,0.9485286464487244,,,,12,ensemble,frozen_v160,,,,13145.0,0.9482000742722276,0.9485286464487244
ours_h6_utility,,1,4.108640217418946,5.810494718385415,0.3166401564337228,,,,13,ensemble,frozen_v160,,,,14992.0,0.3169234143394285,0.3166401564337228
ours_h6_utility,,2,4.389195603884869,6.2072599509223485,0.7553461216081698,,,,13,ensemble,frozen_v160,,,,14615.0,0.7553568880890329,0.7553461216081698
ours_h6_utility,,4,4.759208876070326,6.730537738705069,0.9124839535226368,,,,13,ensemble,frozen_v160,,,,13864.0,0.9125047197786764,0.9124839535226368
ours_h6_utility,,6,5.1564016370159225,7.292253128110747,0.9470784370064728,,,,13,ensemble,frozen_v160,,,,13118.0,0.9471004750187404,0.9470784370064728
ours_h6_utility,,1,3.804411041890784,5.380249692283904,0.3926086237377811,,,,14,ensemble,frozen_v160,,,,14994.0,0.392607007270233,0.3926086237377811
ours_h6_utility,,2,4.196066170461798,5.93413368688201,0.7757445839964329,,,,14,ensemble,frozen_v160,,,,14627.0,0.7757113003680574,0.7757445839964329
ours_h6_utility,,4,4.572220307751486,6.466095969379839,0.918898530018158,,,,14,ensemble,frozen_v160,,,,13896.0,0.9189078322260924,0.918898530018158
