protocol,real_nll,coord_nll,best_control_nll,nll_gain_vs_coord,nll_gain_vs_best_control,real_student_t4_nll,coord_student_t4_nll,best_control_student_t4_nll,student_t4_gain_vs_coord,student_t4_gain_vs_best_control,coverage_error,uncertainty_error_spearman,pass
chronological,3.418950510532644,3.5611009755148335,3.4551738258783975,0.14215046498218964,0.036223315345753626,3.184285615664899,3.247402253849233,3.2032367022003356,0.06311663818433377,0.018951086535436534,0.10572562358276644,0.6379134045122077,True
leave_one_sequence_out,3.871397798041994,3.9657686492454505,3.929680818793372,0.09437085120345667,0.058283020751378256,3.6138680055647603,3.6492784974785977,3.644185037708965,0.03541049191383738,0.03031703214420478,0.1586346472065638,0.31057614774029785,True
