horizon,movies,component_rmse_mean,r2_mean,normalized_rmse_mean,implied_target_sd_mean_px,implied_target_sd_median_px
1,6,3.4743735539609095,0.5077326421395097,0.7013514779943998,4.9497189028510995,4.81183359188244
6,6,6.7846380047434645,0.9050428519157295,0.3072275937416982,22.071197235912024,21.676952351577597
