objective_name,h1_component_rmse,h6_component_rmse,h1_gain_vs_cv_percent,h6_gain_vs_cv_percent,dominates_cv_all_horizons,mean_gain_vs_cv_percent
h6_guard10,3.8079649327152563,5.500748634593833,11.271573588423525,17.3679480876828,True,14.901458678705652
trajectory_guard5,3.6299516913253456,6.122654472613189,15.419415038656743,8.02570053094036,True,11.620706278670438
balanced_guard2,3.5601170995490983,6.404007848561078,17.046613173851487,3.7992200441168946,True,9.969602312729585
h1_strict,3.4743735539609095,6.7846380047434645,19.044501812380645,-1.918592732721384,False,7.563945824870955
