protocol,model,seeds,real_rmse_mean,gain_vs_coord_percent_mean,gain_vs_coord_percent_std,gain_vs_best_control_percent_mean,soft_pass_seeds,hard_pass_seeds
chronological,hgbdt,3,9.974634873504653,0.6398814437828059,0.008238756642622753,0.3867748429193931,0,0
chronological,ridge,3,10.015215046938579,0.41554813399745666,0.0,0.03041869035951668,0,0
leave_one_sequence_out,hgbdt,3,11.025201147443937,-0.16711470363377603,0.07671962144242998,-0.16711470363377603,0,0
leave_one_sequence_out,ridge,3,11.220051750890661,-0.8044184079591115,0.0,-0.8361213195933893,0,0
