representation,detrend,control,lag,geometry,distance_bin,distance_low_nn,distance_high_nn,mean_distance_nn_mean,mean_distance_nn_ci_low,mean_distance_nn_ci_high,mean_distance_px_mean,mean_distance_px_ci_low,mean_distance_px_ci_high,vector_correlation_mean,vector_correlation_ci_low,vector_correlation_ci_high,direction_correlation_mean,direction_correlation_ci_low,direction_correlation_ci_high,structure_function_mean,structure_function_ci_low,structure_function_ci_high,longitudinal_correlation_mean,longitudinal_correlation_ci_low,longitudinal_correlation_ci_high,transverse_correlation_mean,transverse_correlation_ci_low,transverse_correlation_ci_high,harmonic_c0_mean,harmonic_c0_ci_low,harmonic_c0_ci_high,harmonic_c1_mean,harmonic_c1_ci_low,harmonic_c1_ci_high,harmonic_c2_mean,harmonic_c2_ci_low,harmonic_c2_ci_high,n_movies
gaussian_score,affine,time_shuffle,1,start,4,3.0,4.0,3.5203676075819557,3.51699087729251,3.523744485153467,273.93979850052494,267.56579504809747,278.9186962887205,0.0016815250345108875,0.00036854580902635076,0.0032352130313607736,0.0020955326957512554,0.0005376321599072114,0.003905113202977445,0.997854667565722,0.9906189112257823,1.0033167961665364,0.001789241649933986,0.0010736922392748736,0.002663309753965955,-0.00010771661542309844,-0.0011194942500392963,0.0011374862760111458,0.0016886483855447706,0.0003644539817481924,0.0032276501024331478,0.000194758830945481,-0.0005689541451979671,0.0009899777933931786,-0.0013575256916548582,-0.0027510588031697215,0.00027986041844730046,7
gaussian_score,affine,time_shuffle,1,start,5,4.0,6.0,5.053595972818958,5.046948959465261,5.059606927982533,393.23644828503967,384.24188565504204,400.15406671210985,7.995711191263322e-05,-0.000692430124341956,0.0009153541818465381,0.0005140668435136488,-0.0004455939977704964,0.0015445600691238871,1.0012729557260909,0.9959915224529025,1.006426562492782,0.0007366181522014613,0.0004118529481463863,0.0010474986438749549,-0.0006566610402888282,-0.0012617468553640307,-2.7986923383233255e-05,-2.0713736281138444e-05,-0.0008235541098081497,0.0008368583000624234,-0.0012623268343652401,-0.0025203107198676408,0.0002842400387012362,-0.0007587444657357385,-0.0014831874816420838,-2.664007786558417e-05,7
gaussian_score,affine,time_shuffle,1,start,6,6.0,8.0,7.042103517705114,7.03549291070346,7.048356680178082,547.9819812184685,535.080795286355,557.802491378457,7.140862125092679e-05,-0.0003393400715617207,0.0004649211698962934,0.0006757932031582959,9.448846586438527e-05,0.0013625243418710362,1.0003365715099881,0.9969858346948174,1.003464053105111,0.00022966502033433037,-0.00014725820030884348,0.0005757802915997227,-0.00015825639908340368,-0.0005675728949346347,0.0001419009910789645,5.0801205205765476e-05,-0.00033986382303696983,0.000429861702682426,-0.0006291556347863909,-0.0016014852263424796,0.00028861384122785117,0.00024624570610606156,-0.0006555327846184506,0.0011805796244208782,7
gaussian_score,affine,time_shuffle,1,start,7,8.0,12.0,10.074270412407326,10.067128354608803,10.081465833431078,783.9174251559618,765.3593284361112,797.5522669094719,-0.00012539073746950933,-0.0004050427722457816,0.00022650540587650328,1.512526593442911e-05,-0.0002748937731305435,0.0003443250506338703,1.003843918882369,0.9996238949775036,1.0075936929242397,-0.0003303543458443866,-0.0005505514424725701,-7.000416958706007e-05,0.00020496360837487737,-9.224123956891207e-05,0.00047572397301181283,-0.00011714714536257588,-0.0004222349351523526,0.0002871875244413797,-2.0979764292952613e-05,-0.0005834116878124455,0.000497588030656273,3.0098554287254986e-05,-0.000634952780867965,0.0008411540798501637,7
gaussian_score,affine,time_shuffle,2,endpoint,0,0.0,1.0,0.68599156835557,0.6700972242058556,0.7005743620168099,53.42181828659513,51.18878052570444,55.15215386913928,0.007191883950591453,0.005043369263644063,0.009622490236732534,0.0064259439745197764,0.0035844896668257033,0.009935818707685966,0.9767424487936461,0.9641133717767024,0.9894221918997942,0.00436276866798249,0.0026038836681018646,0.006071111510746997,0.0028291152826089632,0.0009199831995608155,0.0047086732420994525,0.0071826529751861145,0.004929272397443564,0.009778268765744785,-0.00407440564308639,-0.009977133866895811,0.001960233718454097,0.0009631791533041767,-0.0062579538907426,0.007882493441953959,7
gaussian_score,affine,time_shuffle,2,endpoint,1,1.0,1.5,1.264154067064003,1.260717588008381,1.2675742767543317,98.4096136052609,96.07916076262926,100.21309923961986,0.006801034052446606,0.00414059027348444,0.00944932632583809,0.0078014991966327074,0.004459827160757416,0.011157734101846976,0.9812338891247055,0.9704364193990871,0.9922224984252466,0.002712407466983522,0.0005034053073103514,0.005208507687446114,0.004088626585463082,0.0026846894411138157,0.006242818695083996,0.006878156246952651,0.004289079145460944,0.009430256410287793,0.0022486467357642924,0.00017604765159217337,0.0043472870547330905,0.001547313759746849,-0.0005906495932264848,0.0034698698743132264,7
gaussian_score,affine,time_shuffle,2,endpoint,2,1.5,2.0,1.762045598661495,1.7595448467709995,1.7644990761349466,137.16646821854178,133.98664073172887,139.59176355024,0.00319970625381166,0.00038972874413627923,0.0055775769420321,0.0024975169768148148,0.000471479495226706,0.004096134558466362,0.9923563717352032,0.9856592384516094,0.9984600025872182,0.0009208253841558134,-0.001309822387161437,0.0029711846682953986,0.0022788808696558465,-0.0003754643107942191,0.004914238535244892,0.0033598480321795723,0.000646542006230464,0.005641013275238184,0.0027492179723860423,0.0001651593177326654,0.0053332498937857685,-0.0021063249871905903,-0.0062748506129198045,0.0017001059003650617,7
gaussian_score,affine,time_shuffle,2,endpoint,3,2.0,3.0,2.531166376000141,2.527434731083006,2.5361684275580916,197.0299483886975,192.49475111833596,200.26785622784564,0.0017213382056900548,0.0007108238183203494,0.002801575629657062,0.0028004766969230823,0.0013717399264581431,0.004120821081938131,0.9932965145900041,0.9881295279866295,0.9994865709776942,0.0019943052519098277,0.0010917244059612614,0.003116899843708662,-0.00027296704621977333,-0.00138411277654875,0.0006874284287617174,0.0017095608708624075,0.0007465058345429078,0.0026734252242406197,0.0009353267590228995,-0.002505492913747406,0.0036114501200423146,-0.0015501704431946043,-0.004307656497364864,0.0008781772347352327,7
gaussian_score,affine,time_shuffle,2,endpoint,4,3.0,4.0,3.520347927928868,3.5169147542105565,3.523723893501289,274.04325525141957,267.4539656281131,278.81892408962125,-0.0002059084463045447,-0.0014793994520086282,0.001006644388048855,-0.000507768436928247,-0.001982039108696475,0.0006250848193691452,1.000041765762558,0.9925945589065635,1.0068314317261844,0.000916999636310949,-0.00024733316598527557,0.0018171876484751857,-0.0011229080826154936,-0.0018578244858302798,-0.00037670757480611026,-0.000295187082457027,-0.0016097826591684639,0.0010132789733426383,-0.0009558785017951058,-0.0028370997055432562,0.0010125130014360675,0.0007320505789146677,-0.0021860537399379636,0.0034657229826128466,7
gaussian_score,affine,time_shuffle,2,endpoint,5,4.0,6.0,5.0534245729245635,5.04684931736495,5.059465024296157,393.374146436659,384.7388207018401,400.0882986782717,0.001016059557818741,0.00020043762557634377,0.0018066916588325268,0.0006283071024136158,-0.00021216343797608408,0.0014062460202070787,1.000780599639761,0.9952733751231565,1.006389274259643,0.0012911765098205501,0.0005577861442774523,0.0018973385573410977,-0.000275116952001809,-0.0006303061186076276,4.754434944372715e-05,0.0009193534305287824,9.330289515411653e-06,0.0018219699213870898,-0.001318590430877846,-0.003205671273643402,0.0005854050000126162,-0.00013711425417654846,-0.0010500942052367773,0.0008551797245477771,7
gaussian_score,affine,time_shuffle,2,endpoint,6,6.0,8.0,7.042071953289451,7.035329569652465,7.048639913938682,548.1893317757409,535.3750299176867,557.5767864686,0.0003233892955570935,-0.0005555836887092854,0.0011908951421857258,0.0006178440075273155,-0.0005939136507956403,0.0018396999188085177,1.0002088408934793,0.9970306932533084,1.003106073661436,0.0004916810326711983,5.975333341326297e-07,0.001076697698161678,-0.0001682917371141045,-0.0008647434051491062,0.000600281230270241,0.0003879633040384827,-0.0005105142476001553,0.0012393456624022216,0.0006683097452060678,-2.044320560816137e-05,0.0013525758085105985,-0.0009553545620805133,-0.002010218006096712,0.0003305789996940571,7
gaussian_score,affine,time_shuffle,2,endpoint,7,8.0,12.0,10.074308446825452,10.067444756418995,10.081414102430504,784.221447186267,766.2982540706795,797.7960299168354,-0.0005399964321425264,-0.0009591705770330441,-5.60028145394335e-05,-0.0004458437313664149,-0.0008416510082009601,-8.407311015252324e-05,1.0044934653274262,1.0004956544376513,1.007964981803404,-0.0001360726972926268,-0.0005881988035171739,0.000333080243144323,-0.00040392373484989945,-0.0007621148903640698,-7.012209477819742e-06,-0.0005342499191938742,-0.0009734163659440562,-2.4495416892529882e-05,-4.715325878688871e-05,-0.0006073003900481905,0.0005826180748194102,-0.00039123530173330954,-0.0007680401481775631,-3.481923622109828e-05,7
gaussian_score,affine,time_shuffle,2,start,0,0.0,1.0,0.6852844862844533,0.6704139605083794,0.6990545353468348,53.36863987445923,51.20176498644916,55.04647210753735,0.00892770774303149,0.00709716327391056,0.011059141441292874,0.008525559430779569,0.005916488402182685,0.011499868537309926,0.9749010318467961,0.9635074693144756,0.9864360751316724,0.005905659102149537,0.004066695541094388,0.007693600624808902,0.0030220486408819545,0.0014742615149842412,0.004506964848223436,0.008996435579927489,0.007015045949824666,0.011151832549821725,-0.002767468634915495,-0.008101191288094863,0.0023079099333355724,0.0013997544894346868,-0.0051160889136075425,0.007624252903420557,7
gaussian_score,affine,time_shuffle,2,start,1,1.0,1.5,1.2647507699442102,1.2617160952137425,1.2678487099786697,98.45681161055965,96.11520898377728,100.21952028450549,0.0065545951577620455,0.0038759047119051615,0.009573352840794786,0.006222102857412512,0.0035037955957783616,0.008700465371238386,0.9828896377004118,0.9719707196233746,0.9939552523338206,0.002136321042132366,0.0003213605545956652,0.004262967105122932,0.00441827411562968,0.0022755719593704486,0.0072917175528122,0.006659939215699627,0.0040856141663080025,0.009565394465635675,0.0006100944101773628,-0.001600878726183605,0.002750522542447024,0.0020032584271050978,0.0004959094201692822,0.0036093598563286186,7
gaussian_score,affine,time_shuffle,2,start,2,1.5,2.0,1.7615890970876407,1.7594002232006964,1.7641089099100244,137.130917184383,133.9028112883564,139.47150374349783,0.0021106071656838673,-0.00036617918816314593,0.004489641394321603,0.0022860332690533584,0.0005948804413393088,0.00452206191733356,0.9933584170891795,0.9858846949559089,1.000831882412582,0.0005978360307154388,-0.0016535106299324412,0.0029639843756671465,0.0015127711349684286,-0.00034480237095428054,0.003867298657834279,0.002184558870294219,-0.00032174485250710517,0.0045772182858993,0.0025495050082091886,-0.00017193089734978827,0.005028094588143396,-0.0022760053627428048,-0.0067919971724428015,0.001957840117357335,7
gaussian_score,affine,time_shuffle,2,start,3,2.0,3.0,2.531364190957564,2.5280462955084277,2.5358272725841364,197.04430397187622,192.55751843020582,200.1670056328886,0.00178349863252953,0.00044127402099159373,0.0032058752206510052,0.0027620541953209308,0.001667308871993998,0.00383124674279484,0.9935864795813595,0.9885703100268597,0.9996886185054474,0.0021009275068158435,0.0008971296807131046,0.0033637285307347334,-0.00031742887428631405,-0.00141932014335119,0.0006426866265743592,0.0017776971355169255,0.00034351299662456654,0.003157703727908222,0.0014727385193180373,-0.0016845050006887648,0.004075565506774528,-0.0019387576857152996,-0.005261253433681156,0.0010103670420471681,7
gaussian_score,affine,time_shuffle,2,start,4,3.0,4.0,3.52051803901361,3.517315501551517,3.523659333243598,274.0562104224431,267.70184608191914,278.8106985288193,-0.00017403690532506825,-0.0014268806901906303,0.0009702508176063832,-0.0004618197600748754,-0.0020694968815538153,0.0009250435529398957,0.999963245192858,0.9917137346552749,1.0071709270682632,0.0010382663756908987,-0.00017228427413697644,0.0020728607271097844,-0.0012123032810159673,-0.0019530028742829153,-0.000441417080936723,-0.00028114080971993713,-0.001521336390723417,0.0009534729445826277,-0.0009018378078757889,-0.0026914622083498286,0.0008684344500711203,0.0006118628888717966,-0.0021793073222591106,0.003352998329798436,7
gaussian_score,affine,time_shuffle,2,start,5,4.0,6.0,5.053500634343329,5.046843472715206,5.059410318491284,393.3815897695528,384.6465255461064,400.25829978302113,0.0009869835434999207,0.00013792423182628513,0.0018312583658682802,0.0006738215574062666,-0.00016174662219422398,0.0014180656002710122,1.0006768991024562,0.9950303535263589,1.0063011768373078,0.0012855983863167709,0.0006013053154570951,0.0019142076082673482,-0.00029861484281685027,-0.0006372924461588295,-4.357005871947561e-06,0.0008783238632323695,-6.318437066632729e-05,0.0018797985415457152,-0.0014934303898216637,-0.0032582520149847657,0.0004115913605705808,-7.564381364081254e-05,-0.0011236764958835038,0.0009263945256403675,7
gaussian_score,affine,time_shuffle,2,start,6,6.0,8.0,7.042302181272963,7.035823875729949,7.048481820594266,548.2076713983562,535.3086131077624,557.5424828941296,0.0003929676730487483,-0.0005716369464510509,0.0013331543054690956,0.0006685416891591445,-0.0004887925572217012,0.0018136620452323061,1.0001698423561505,0.9970477209070894,1.0031409201328267,0.0004606788338974602,-2.6946588043033198e-05,0.0010555884726737208,-6.771116084871159e-05,-0.0007973775562586707,0.0007294404356424265,0.0004504548196553138,-0.0005200814073593884,0.0013710898262310287,0.0007036804680571297,-7.49456824919603e-05,0.0014320930301142947,-0.0009944819726413266,-0.0021974995735601272,0.00038783661337489386,7
gaussian_score,affine,time_shuffle,2,start,7,8.0,12.0,10.074366995778433,10.067537463713228,10.081618933520067,784.2258017356623,766.0527820083912,797.3983756569002,-0.0005963965244702407,-0.0009836531267858272,-0.0001287961779503,-0.0005347308566659355,-0.0009085590191473031,-0.00016629121280941129,1.0045339074153021,1.0006312183923067,1.0079832876945558,-0.0001767660188306545,-0.000598943806367115,0.00022950672564138664,-0.0004196305056395862,-0.0008060116282138264,1.4309714671712018e-06,-0.0005791287227714556,-0.0010076267824403505,-9.637083103249872e-05,7.35586508673747e-06,-0.000594107435703693,0.0007177078046616338,-0.0003868764483115373,-0.0007985154595746028,-2.4718637875136984e-05,7
gaussian_score,affine,time_shuffle,3,endpoint,0,0.0,1.0,0.6850503019240232,0.6700054992986768,0.6997215706772429,53.369387723264545,51.26143640705068,55.04932708337038,0.00694660741527357,0.001108502610562219,0.01239994970271056,0.006133696269529962,0.002047301123542363,0.011132529168562114,0.9771567043123925,0.9641966016194851,0.9930408005527013,0.004833560701184439,0.0008613895229792355,0.008976729740241971,0.002113046714089131,-0.0010964697871420797,0.00556796476105354,0.007290119579525516,0.0014948619194488785,0.01278815778735251,-0.0019496648764280107,-0.007768563809565523,0.0046177828163602615,0.0001024376194464322,-0.0047406024205602654,0.005221699950082387,7
gaussian_score,affine,time_shuffle,3,endpoint,1,1.0,1.5,1.2646657980482523,1.261393183201513,1.2677315467137285,98.48481525520516,96.1572643947702,100.26156345502302,0.00772191267842019,0.004267690881020807,0.01155766253035305,0.008835120811874679,0.006294286601080162,0.011584645688260878,0.9824385624497817,0.970485035091906,0.9938516262280556,0.003656111223747917,0.0008019952898955959,0.006437189008192055,0.004065801454672271,0.0018695262489917374,0.006638544936070617,0.007585357985586594,0.003891517169627007,0.011610450251967103,-0.001469559699496192,-0.00791574191243957,0.003834272120428659,0.0011057701519251392,-0.0038305702673675323,0.005889811650427322,7
gaussian_score,affine,time_shuffle,3,endpoint,2,1.5,2.0,1.7616620266140657,1.7594048282745376,1.7641577452012647,137.1852260078318,134.0731674451976,139.49095447228845,0.005482102149516696,0.0032555033857618485,0.007613238921678791,0.006190186551984477,0.003616327009345397,0.00851185200004422,0.9886088948916286,0.9815957211672985,0.9948661951478003,0.00429059878304946,0.0026114291213054515,0.0066414734774418675,0.0011915033664672366,-0.0008591049797635866,0.003081771349381233,0.005401685932355722,0.003181225810174317,0.007408883527000877,-0.002366940444828286,-0.006857752543213202,0.0021811625333255365,0.002581594445975211,-0.0017768803636855237,0.006358780889385392,7
gaussian_score,affine,time_shuffle,3,endpoint,3,2.0,3.0,2.5313615467977866,2.5279700918232098,2.535906560502042,197.1143375529924,192.71899911875127,200.238555051137,0.002724908528343994,0.0011217601996310598,0.004564921318072917,0.004010161625036897,0.0019524474796889853,0.006583485500306881,0.9931481414178644,0.9880865145878062,0.9990544688428694,0.002244003919599107,0.0015735166366932247,0.003018568311637916,0.0004809046087448871,-0.00076806207768471,0.001973360590978956,0.0026811137095772808,0.0011032088560080726,0.004555534890525059,-0.001735638038246348,-0.003061580184257244,-0.0004540636725643837,0.0011813589580915817,-0.0010694209056085556,0.003768991722184973,7
gaussian_score,affine,time_shuffle,3,endpoint,4,3.0,4.0,3.5205654993657136,3.517383772103138,3.523686214232963,274.1576139958666,267.6088888207937,278.7858282377685,0.002640870871585457,0.0009162533376113085,0.004076643232708981,0.0030352922460521897,0.0018058696423001977,0.004137708077293072,0.9971342748895398,0.9897610101583137,1.003214406149058,0.0015153412875742456,0.0008717268016609379,0.002200455150288364,0.0011255295840112112,-0.00012975107766410388,0.0022006484660500405,0.0026741411451792455,0.0009757947595700306,0.004125386221030585,8.338723783529204e-05,-0.001583462993783979,0.001975082562766145,-3.2146423886391584e-05,-0.001900655473211648,0.002522052688798339,7
gaussian_score,affine,time_shuffle,3,endpoint,5,4.0,6.0,5.05336843697686,5.046715875434418,5.05927663066626,393.5117938218422,384.82820732825763,400.211935878633,6.924358153138917e-05,-0.0006523849786508563,0.0007941583384334785,0.0003516939614868285,-0.0005021618009598348,0.0012017201766035507,1.0014174921382195,0.996489776368603,1.0064379046282297,9.708152925854212e-05,-0.00023711027200219384,0.0004811182186927614,-2.7837947727153023e-05,-0.0006546043115053324,0.0007379425124436915,0.00014355042519834316,-0.0005192487625125432,0.000835760248605646,0.0009423459927718374,-0.0003917799186177019,0.002073493722700524,0.00010982433425619855,-0.0011473756274576379,0.0014662147213001075,7
gaussian_score,affine,time_shuffle,3,endpoint,6,6.0,8.0,7.042288651229225,7.035684836566994,7.048300198954031,548.4016147392858,535.6712251143693,557.6547424151986,-0.0005715534232025674,-0.000970210315302407,-0.00020314110774568485,6.801949995586637e-06,-0.0004694351104056405,0.0005401406562184065,1.001005567916348,0.9972339248933763,1.0044190125251227,-0.00019032096055460705,-0.0006362813159010203,0.0002649596475263982,-0.0003812324626479604,-0.0008464781328235523,9.78359095092043e-05,-0.0004507068038126136,-0.0009186823245577583,-5.7833557370839526e-05,0.001201391876813356,-8.23384780970644e-05,0.0026142146994950683,-0.00019540441765081344,-0.0008804122535301088,0.00046219446537821115,7
gaussian_score,affine,time_shuffle,3,endpoint,7,8.0,12.0,10.074432286497025,10.067465168738599,10.081579425212977,784.510871514697,766.3534616686651,797.4905220390144,-0.00014690706064431164,-0.0006118742955383203,0.00032396825985186534,0.0003702209968673378,-6.126484965906911e-05,0.0008247228837427628,1.0037818446535491,0.9997833670156702,1.0074235370661866,-0.00018069085627360048,-0.0005246012827024627,0.00016243353495115162,3.378379562928871e-05,-0.00013693861989680015,0.00022176968210556484,-0.00011095659711118423,-0.0006170760745812294,0.00038698076686581156,0.00029484747645419483,-0.00012588365828720177,0.000724620152091574,4.198257395200596e-05,-0.000466955281242596,0.0005514156353080504,7
gaussian_score,affine,time_shuffle,3,start,0,0.0,1.0,0.6834820987515736,0.670227539645075,0.6957676051168127,53.246956914172735,51.160092416140444,54.834840679185184,0.006504614563811732,0.00021559051951946972,0.012461138201596125,0.0049684919117897455,0.00042055091291196304,0.010443579357425624,0.9775732549063216,0.9653976155359232,0.9930733610334512,0.004212398288056559,-1.0636935180383161e-05,0.008590849994343145,0.002292216275755173,-0.001183167830009152,0.005937250984432081,0.006693267728683915,0.00041621089888934634,0.012710834998982944,-0.0011973805323445242,-0.007824033714722595,0.00592512336055813,0.003021267722910658,-0.001186195792679198,0.0072709182877259875,7
gaussian_score,affine,time_shuffle,3,start,1,1.0,1.5,1.265460585968235,1.262894898708377,1.268137482743613,98.54689768191864,96.36327892250289,100.30466308599352,0.008734032734906116,0.004475430633788236,0.01247339063959079,0.010359766465667771,0.006797660539743596,0.013451315209831404,0.9843864473019097,0.9755665437490277,0.9925820208099714,0.004276894031709208,0.0005027933697114632,0.007642999456587296,0.004457138703196909,0.0027910711359999145,0.006203357659076518,0.008650629782310442,0.004302634621810357,0.012650075188840284,-0.0019670961966795526,-0.008337832399201614,0.0038691156396287074,-0.0005264566847763701,-0.005151646792774775,0.0042966986733001455,7
gaussian_score,affine,time_shuffle,3,start,2,1.5,2.0,1.7615165632724765,1.759974056580401,1.763433993270541,137.17467678691065,134.15101132809292,139.4816538178832,0.004906311312349635,0.0029735269289104405,0.006817710667805336,0.006055950381499785,0.003758532084798652,0.008198709981775932,0.98860328930276,0.9830554780064898,0.9941735818358403,0.004068344011183389,0.002339053832323634,0.00639646121545166,0.000837967301166247,-0.0012817757368435993,0.002766752733509894,0.00495086768341272,0.0032265202315008377,0.0066155966157052295,-0.00237149672817539,-0.0077016820521942165,0.0032729544567362445,0.0019036314176353781,-0.002135203538196022,0.005450597806682403,7
gaussian_score,affine,time_shuffle,3,start,3,2.0,3.0,2.531468931435108,2.528132524683326,2.535846612034836,197.12261492931398,192.7089478898077,200.181478859859,0.0030126035123261134,0.0011967360544444694,0.005090653962627261,0.0041352004496067445,0.0016563317399162284,0.007037220471426617,0.9931579967414809,0.987981320129071,0.9986251938929778,0.0022803813663300502,0.0013077608772493338,0.0032254524754647368,0.0007322221459960636,-0.0005105413563473847,0.0021432239819162203,0.002975257831629071,0.0011349747001485073,0.00499296658298687,-0.0016405891557586785,-0.0030831720547199733,-0.0004744293541235873,0.0013358450824071028,-0.0010002026484250716,0.0038082241983466965,7
gaussian_score,affine,time_shuffle,3,start,4,3.0,4.0,3.5205194775380773,3.5172051760796235,3.523687735360329,274.1532737387426,267.85732231706595,278.75420359923663,0.00266138023055281,0.0013056205070823064,0.003775386260248924,0.0030481455479972647,0.0021494588466301175,0.003957754684412069,0.9970992436766277,0.9899633161423642,1.0027847307475215,0.0016065590296382997,0.0011904836398704624,0.002025648717011705,0.0010548212009145097,-0.00011222961354856243,0.0021536408826944822,0.002729387965555841,0.0014022606251175922,0.003783714186939274,5.932173700785075e-05,-0.0014709426241109012,0.0020391372532682908,0.0006316731487473012,-0.0013409236562907745,0.0031626229440647885,7
gaussian_score,affine,time_shuffle,3,start,5,4.0,6.0,5.053323562934443,5.046619907946939,5.059029416203173,393.50863697836564,384.71400051471835,400.1425776756223,5.704874572106723e-05,-0.0007446137379529886,0.0008455985035899774,0.0003744402124186639,-0.0005647268181558256,0.0012895905916796356,1.0011107902705365,0.9961180062326479,1.006070363271809,1.0394770957279278e-05,-0.00036101141463576637,0.0004595005180626875,4.6653974763787836e-05,-0.0005804954250790668,0.0007520793449214592,0.00011111090083202255,-0.000684977410112262,0.000874347612752871,0.0006502948326279388,-0.0005306030770058816,0.0016029084506560228,-8.784054927769977e-06,-0.0012079746739929924,0.0012186345615149562,7
gaussian_score,affine,time_shuffle,3,start,6,6.0,8.0,7.042209748274673,7.035739822994101,7.048491317367346,548.3953370094858,535.6616322048429,557.6395009918525,-0.0005410949914275576,-0.0009364419973170217,-0.00023080412002003664,9.629976646832936e-06,-0.0004374118034428756,0.0005056200864885481,1.0010102435235992,0.9974979010822473,1.0041727564893295,-0.0001554636180463908,-0.0006001940923233985,0.0002657842472537719,-0.0003856313733811666,-0.0008315940607156403,6.456124134176329e-05,-0.0003872471470818245,-0.0008616941096175067,-5.651401019181557e-05,0.001465599469966491,0.0003055061898401274,0.002785751134108567,-9.398499760898552e-05,-0.0007869242501808301,0.00045771313813952944,7
gaussian_score,affine,time_shuffle,3,start,7,8.0,12.0,10.074204734349452,10.067191334568625,10.081406747230206,784.4928752807156,766.9116205780387,797.4494528107014,-0.00019542736646275437,-0.0006154607921400339,0.00022275193264393445,0.00031699057442113356,-0.00011555220047391832,0.000735358612454734,1.0038266153184388,0.9997744545449981,1.0076176141368092,-0.00020602930929278148,-0.0005421729830062861,0.00011698617954915658,1.0601942830027176e-05,-0.000164602629675662,0.00018082214934748002,-0.00016975140129788812,-0.0006160477436318205,0.00028294882176689443,0.00022803780292459313,-0.00023053077088418554,0.0006901140132358134,-3.496304665292683e-06,-0.00044417764015708324,0.00043296651289100697,7
gaussian_score,affine,time_shuffle,4,endpoint,0,0.0,1.0,0.6833154591718581,0.6706137179548722,0.6957242658379155,53.24921605949369,51.24153295437503,54.83595938326492,0.009892913322024412,0.0053391035250564415,0.014684862291079534,0.00833772160034429,0.0028815283938542135,0.013664553551596788,0.9742028515713653,0.9649452871238253,0.9830290801230955,0.00591046804980082,0.002581719901528098,0.00944364776785326,0.00398244527222359,0.002033474551714541,0.005879322009263925,0.010058533751883186,0.005684957119512077,0.014803027336227986,-0.0010190156210705453,-0.005956029847071769,0.0038374433874699626,-0.0038328670394579788,-0.010412632325474168,0.0019020618183437712,7
gaussian_score,affine,time_shuffle,4,endpoint,1,1.0,1.5,1.2654648744826347,1.2628964994513463,1.2681034925076151,98.5744781033045,96.37353274401212,100.24101195092672,0.002601744042361845,-0.0009473877296031986,0.006473179403377628,0.004105696050630215,0.0021408812336513455,0.005936250290579194,0.9915294889477725,0.9790351173182272,1.0046314319169045,0.0018804967662821807,-0.000629494668764611,0.004452464698022182,0.0007212472760796642,-0.0015298828862567431,0.003039791258473076,0.0024810568899478504,-0.001156010736011936,0.006446556352750917,-0.005998381271553376,-0.009359202738317196,-0.002777986841010982,-0.00215632074476924,-0.007691909572621928,0.0028605789334807253,7
gaussian_score,affine,time_shuffle,4,endpoint,2,1.5,2.0,1.7616518816547995,1.75999275854593,1.7636268437365368,137.2240746504843,134.14984035091186,139.48444995359762,0.006200173512423418,0.004238943638879805,0.008390578835090041,0.005870523600001326,0.0037710473962014614,0.008009643739053931,0.9861631659816336,0.9804359783962049,0.9905925213009702,0.0039924751299228465,0.0024868579466774876,0.005494905478305361,0.0022076983825005713,0.00048378736771658695,0.003978189518283769,0.0061080382511888446,0.004031219902499485,0.008227813595378929,-0.003352718558199624,-0.007881250823803554,0.0009575680095079227,-0.0015191682495610472,-0.00437320186442295,0.0012425456886073383,7
gaussian_score,affine,time_shuffle,4,endpoint,3,2.0,3.0,2.5314343905679486,2.528087490349616,2.5355737716203546,197.1753602766863,192.7840698062453,200.12355736450894,0.00273948425336154,0.001104123132162234,0.004715566601339274,0.0033836387763333214,0.002413573823732626,0.004409285845862949,0.9936737548946427,0.988315035924353,0.999288406488626,0.001875855080956744,0.0007909647809236113,0.0030880600996636464,0.0008636291724047957,-0.0002665885863306565,0.0022232473350307868,0.0027819335100838496,0.0012291485851766686,0.0046679845766896344,0.0003027973672817965,-0.0020884410554776623,0.0025475057621653437,-0.0014785468789385232,-0.003723733851398763,0.0011713129696299743,7
gaussian_score,affine,time_shuffle,4,endpoint,4,3.0,4.0,3.520585063973057,3.5173632905955117,3.5236779259438866,274.2347352179612,267.8129307930492,278.6860823165955,0.001834753118376414,-0.00016485856417349556,0.0034384820447071187,0.0013893003704217072,-0.0002996798252026537,0.0027482355684480047,0.997962210874577,0.9901415405432074,1.0051058903218368,0.0018574848889270203,0.0007176152921835467,0.002962887702645246,-2.273177055060597e-05,-0.0011175541532261158,0.0008781406881310365,0.00182791684288069,-0.00012625868106322795,0.003313686908770177,0.0007143303715600732,-0.0018246256148215974,0.003542374257966327,-0.001539503337985388,-0.0036163962033870854,-4.2432245175490935e-05,7
gaussian_score,affine,time_shuffle,4,endpoint,5,4.0,6.0,5.053250343615018,5.046586306187765,5.059006130016757,393.6129172712397,384.9623713550952,400.06543443960305,-0.0003170888901745081,-0.0011862891476278935,0.0004166752415975567,-7.012581510559485e-05,-0.0010351484486738375,0.0008327854686854194,1.0017987783975717,0.9963837687629165,1.0074881597582181,0.0005179473384801361,-9.545981998923825e-05,0.0011424427565393841,-0.0008350362286546445,-0.0016050901090899623,4.6894909262136716e-05,-0.00031625766855507634,-0.0011709753715596187,0.0004733562465068491,0.00032162960237113613,-0.0007358501437435576,0.0013677994266145389,-0.000144209206059391,-0.001515531667167862,0.0012513736194327992,7
