movie,method,neighbor_k,n_rows,n_directed_neighbor_pairs,mean_neighbor_distance_px,error_energy,frame_mean_energy_fraction,neighbor_dot,random_same_frame_dot,neighbor_dot_excess,neighbor_dot_excess_normalized,neighbor_cosine,random_same_frame_cosine,neighbor_cosine_excess,neighbor_component_corr,random_same_frame_component_corr,neighbor_component_corr_excess
2,kalman_cv,8,13633,109064,38.84348827850842,25.275074046520682,0.11812217145241824,7.733567536942796,2.918112496940364,4.815455040002432,0.19052189643991638,0.40088441968736727,0.19837114264272893,0.20251327704463834,0.3038236129119375,0.11476125492619887,0.18906235798573862
3,kalman_cv,8,12799,102392,40.18783629077948,27.789948895419936,0.05201545965123438,7.623342172793864,1.335266113227739,6.288076059566125,0.22627159492914586,0.3301440192817901,0.08651018994041804,0.24363382934137207,0.2752723171511855,0.04802904756474909,0.2272432695864364
4,kalman_cv,8,13260,106080,38.948317088524206,39.892929256380775,0.25944431206139545,16.833138389745667,10.261854287928948,6.571284101816719,0.16472302797282448,0.46752753848909034,0.2741291948856982,0.19339834360339214,0.4245903744331166,0.25719885286897864,0.16739152156413795
5,kalman_cv,8,14154,113232,38.78926537790726,26.113458653595075,0.055022233365810816,7.015740747241287,1.4008227462846228,5.6149180009566635,0.21502008123246633,0.3344942498967872,0.09206277914126548,0.24243147075552174,0.2689026485371098,0.053552607715307184,0.21535004082180265
6,kalman_cv,8,12960,103680,39.36705536280909,46.037309326927215,0.24503015481347476,19.855923687887984,11.180999851779434,8.67492383610855,0.18843246842479103,0.49717093557057707,0.289429658947657,0.20774127662292008,0.433749330440187,0.24292490675447134,0.19082442368571564
1,v52_rolling,8,14446,115568,38.43388289074941,25.42782696897474,0.08618552474846514,7.4661583013985,2.1024967300956843,5.363661571302815,0.21093668671912788,0.3514443927892194,0.11736662224616061,0.23407777054305878,0.2937214090777093,0.08092409305131787,0.2127973160263914
2,v52_rolling,8,13633,109064,38.84348827850842,21.913866981325626,0.1831314089351111,8.555676639360032,3.956005016018527,4.5996716233415045,0.20989776141569236,0.43603606116432697,0.2305681327938305,0.20546792837049646,0.37975079583762256,0.1679631507622104,0.21178764507541215
3,v52_rolling,8,12799,102392,40.18783629077948,21.952531144612532,0.07590123139479961,6.352283598037219,1.6042839322501836,4.747999665787035,0.2162848390697882,0.33909337839756454,0.11822151830260128,0.22087186009496326,0.2820567059994252,0.061449577547303846,0.22060712845212133
4,v52_rolling,8,13260,106080,38.948317088524206,31.59554558278658,0.26663533660191224,13.835644959614248,8.372580898001981,5.4630640616122665,0.1729061473965676,0.4795107751056326,0.31038153589315826,0.16912923921247436,0.4306071880277421,0.25113414130747225,0.17947304672026987
5,v52_rolling,8,14154,113232,38.78926537790726,20.732588520899547,0.06695183508636786,6.628036817328862,1.3478367928644959,5.280200024464366,0.2546811759246389,0.36661589369655767,0.09760260678414202,0.26901328691241566,0.31905541948531235,0.06349621249115732,0.255559206994155
6,v52_rolling,8,12960,103680,39.36705536280909,36.634132357106466,0.2775286574791319,17.06082574258958,10.065106257848523,6.9957194847410555,0.1909617898561747,0.5070449755682879,0.3170966744179444,0.18994830115034345,0.4664128532466346,0.2720955457151811,0.19431730753145354
1,v97,8,14446,115568,38.43388289074941,23.659887793857557,0.09024889932257964,6.491221462452891,2.06143282416072,4.4297886382921705,0.18722779570587003,0.3391250532519519,0.13202822952938942,0.2070968237225625,0.27485307868344844,0.0859997626317,0.18885331605174843
2,v97,8,13633,109064,38.84348827850842,19.17416592945476,0.15249927983861147,6.289275670809266,2.8913103138268728,3.397965356982393,0.17721581055906813,0.39156793803192325,0.22014785479100615,0.1714200832409171,0.3260698183895406,0.1495994471641193,0.17647037122542128
3,v97,8,12799,102392,40.18783629077948,21.07106052057742,0.06965072214559118,5.551532267451635,1.3987677018839786,4.152764565567656,0.19708379469140533,0.3116100232406133,0.11435120604867453,0.19725881719193877,0.2611859667980721,0.06212580697039744,0.19906015982767467
4,v97,8,13260,106080,38.948317088524206,29.97064562605361,0.27425140648103863,12.818821153345125,8.143939830994027,4.674881322351098,0.15598200254609143,0.45477925473894043,0.2940081501228216,0.16077110461611882,0.4295687889434218,0.2697640602535049,0.1598047286899169
5,v97,8,14154,113232,38.78926537790726,19.152958311586143,0.06641229436846988,5.345669280532759,1.2262319635723038,4.119437316960455,0.2150809942748372,0.3302578093337429,0.10521868719189856,0.22503912214184432,0.2786844299936959,0.06281502784093465,0.21586940215276126
6,v97,8,12960,103680,39.36705536280909,34.458070220419906,0.2563644596628235,15.00518111662923,8.759040794742557,6.2461403218866725,0.18126785051895333,0.4765851128107675,0.2927816193548467,0.18380349345592079,0.43789580467913314,0.253482016659011,0.18441378802012215
1,constant_velocity,16,14446,231136,52.15644886073121,35.59734187200214,0.08895675043643285,6.514529835549298,3.0717663734603677,3.44276346208893,0.09671406012471725,0.2883349468919968,0.1610484298013568,0.12728651709063998,0.18289255884640387,0.08630714899595911,0.09658540985044477
2,constant_velocity,16,13633,218128,53.043423499950194,28.722950642843564,0.14650592088221095,6.97802955207964,4.130203180542042,2.8478263715375984,0.09914811353990004,0.3741588835686252,0.26793542242803436,0.10622346114059084,0.2419920261708309,0.14323216835382035,0.09875985781701055
3,constant_velocity,16,12799,204784,54.611240981869116,30.868571207879523,0.05983896450486551,4.905289778887393,1.7451265035365007,3.160163275350892,0.10237478288415978,0.2402650604958783,0.12149529366872934,0.11876976682714897,0.15862872496967134,0.056469071277043065,0.10215965369262828
4,constant_velocity,16,13260,212160,52.980961211145825,47.05353929305513,0.3087545265103765,18.44063821292819,14.419666681430447,4.020971531497741,0.0854552408152476,0.4445491487635033,0.3389861274229375,0.10556302134056583,0.3918992195335634,0.3065926843369495,0.08530653519661391
5,constant_velocity,16,14154,226464,52.62681370639252,29.11091688072845,0.06571867327971224,5.3616198655331235,1.8312010343566305,3.530418831176493,0.1212747384646495,0.26371401311414305,0.12346798818259648,0.1402460249315466,0.18434284864539263,0.06276316605129029,0.12157968259410235
6,constant_velocity,16,12960,207360,53.52008898143568,52.99342514624229,0.28654235842000286,20.334714142199893,15.059673013782488,5.275041128417405,0.09954142639129739,0.4659972870360193,0.3535705295543341,0.11242675748168518,0.384849402474,0.28420965911203766,0.10063974336196235
1,imm_cv_ca_turn,16,14446,231136,52.15644886073121,31.602345886356275,0.06981224685557567,5.6597172431614835,2.121209260972776,3.5385079821887073,0.11196978841106832,0.2647890856093311,0.11450951439506908,0.15027957121426205,0.179192352835288,0.06710031688781537,0.11209203594747263
2,imm_cv_ca_turn,16,13633,218128,53.043423499950194,24.861424418121448,0.11054467786930332,5.612485631983477,2.6617712718001423,2.9507143601833343,0.11868645619647457,0.3231773943579948,0.19047828992401414,0.13269910443398067,0.2250212654251105,0.1064565225806469,0.1185647428444636
