objective_name,packet_name,control,horizon,movies,component_rmse_mean,component_rmse_std,vector_rmse_mean,r2_mean,v97_component_rmse_mean,gain_vs_v97_percent_mean,movies_improved_vs_v97,sign_flip_p,bootstrap_mean_delta,bootstrap_ci_low,bootstrap_ci_high,bootstrap_probability_positive
h1_strict,own_local,wrong_cell,1,7,3.4330657651510497,0.18603577148312428,4.855088165595381,0.4865938127971311,3.420378932523928,-0.44584695965690474,2,0.578125,-0.012530789097727722,-0.047367658227150625,0.02593881952186277,0.2508
h1_strict,own_local,wrong_cell,2,7,4.480531773851018,0.1802699465635097,6.336428801223691,0.7353288094575687,4.3704799043987395,-2.5314118731465123,0,0.015625,-0.11002790546304678,-0.12193466504719566,-0.09690637104415638,0.0
h1_strict,own_local,wrong_cell,4,7,5.757086551186776,0.15231372147325234,8.141749880444086,0.868368745261804,5.602715480152857,-2.775811035481354,0,0.015625,-0.15436540969512594,-0.1813266072779641,-0.12592599237519458,0.0
h1_strict,own_local,wrong_cell,6,7,6.7067110437760595,0.1784879011036327,9.48472171702552,0.9080658017854585,6.496100228503578,-3.26253891124651,0,0.015625,-0.21049957696969832,-0.24645976108484735,-0.18010839044768215,0.0
h1_strict,own_only,constant_velocity,1,7,3.9884311513582857,0.27265862938983904,5.640493426842227,0.3062124846780082,3.420378932523928,-16.598936768679966,0,0.015625,-0.5681429892383781,-0.6025861483521656,-0.5356305704511675,0.0
h1_strict,own_only,constant_velocity,2,7,4.537854605402276,0.19000045528004286,6.417495527037111,0.7284556636527725,4.3704799043987395,-3.837086053789388,0,0.015625,-0.1673849651623265,-0.1784753626869924,-0.15774916984045553,0.0
h1_strict,own_only,constant_velocity,4,7,5.502760154346495,0.15424644338569465,7.782078040763079,0.8797342234508998,5.602715480152857,1.7677793458243343,7,0.015625,0.0999083027088211,0.0687173289388392,0.1333839769798956,1.0
h1_strict,own_only,constant_velocity,6,7,6.180445456988423,0.1521858397849435,8.740469786780208,0.9219210368698452,6.496100228503578,4.832443547169776,7,0.015625,0.3160101208835398,0.25985671241902775,0.37955407940442754,1.0
h1_strict,own_only,imm_cv_ca_turn,1,7,3.7692661884769456,0.21906751188674156,5.33054736393844,0.38096458529485094,3.420378932523928,-10.258852698786717,0,0.015625,-0.34878760320797747,-0.37101145074415826,-0.32214696011810445,0.0
h1_strict,own_only,imm_cv_ca_turn,2,7,4.928032550320766,0.17638838924264275,6.969290468479699,0.6799039978199726,4.3704799043987395,-12.793246652929893,0,0.015625,-0.5575169468983263,-0.5826076077411265,-0.5271321957812274,0.0
h1_strict,own_only,imm_cv_ca_turn,4,7,6.486481052290116,0.1569646888665218,9.173269476224785,0.8329681499535805,5.602715480152857,-15.811252521110697,0,0.015625,-0.8838548653994123,-0.9358491637406647,-0.8270502538192434,0.0
h1_strict,own_only,imm_cv_ca_turn,6,7,7.631675543784056,0.18953333622184992,10.792819057650478,0.8809993794220234,6.496100228503578,-17.51866987741915,0,0.015625,-1.135143352230659,-1.2053260386642042,-1.0651072614918786,0.0
h1_strict,own_only,kalman_ca,1,7,4.201152536187616,0.2459083431792253,5.941326894274653,0.23084825131484107,3.420378932523928,-22.885178364896724,0,0.015625,-0.7807585799987249,-0.7988693634237182,-0.7651579940276197,0.0
h1_strict,own_only,kalman_ca,2,7,5.538481218848481,0.20302144931362673,7.832595254644191,0.5955996248727703,4.3704799043987395,-26.758188962572607,0,0.015625,-1.1680998159669644,-1.184121720876745,-1.1516504534668088,0.0
h1_strict,own_only,kalman_ca,4,7,6.676050236108631,0.1639574494968819,9.441360786988929,0.8229894041302711,5.602715480152857,-19.190893049333663,0,0.015625,-1.0734007597809627,-1.112252914838354,-1.0313150742938162,0.0
h1_strict,own_only,kalman_ca,6,7,6.934950076944387,0.16782760675780786,9.807500453195088,0.9016893607363388,6.496100228503578,-6.78965405059978,0,0.015625,-0.43834572289119933,-0.5019967481721838,-0.37109473620916295,0.0
h1_strict,own_only,kalman_cv,1,7,3.7425560641384408,0.2129918902500256,5.292773543846253,0.38961565191379083,3.420378932523928,-9.480259971882772,0,0.015625,-0.32210990854407556,-0.3361172804594677,-0.3085051474903818,0.0
h1_strict,own_only,kalman_cv,2,7,4.9280303065330004,0.16449343858512216,6.96928729528461,0.6798814175216054,4.3704799043987395,-12.801029719429808,0,0.015625,-0.5574683557991233,-0.5810190034479101,-0.530088283611674,0.0
h1_strict,own_only,kalman_cv,4,7,6.531656804060133,0.14378492771088142,9.237157637068341,0.8306074155442056,5.602715480152857,-16.62403012158685,0,0.015625,-0.9290078626840943,-0.9815583126819512,-0.8681758180689457,0.0
h1_strict,own_only,kalman_cv,6,7,7.600179935035357,0.16539600900445958,10.748277540602869,0.881959791415507,6.496100228503578,-17.044532034404885,0,0.015625,-1.1034775126794345,-1.1775257317441503,-1.018816483212285,0.0
h1_strict,own_only,real,1,7,3.4536560830621426,0.2383740479351576,4.884207272438823,0.47985747324909933,3.420378932523928,-0.9597840910882924,0,0.015625,-0.03328309095217017,-0.04029700652608741,-0.025658291061920524,0.0
h1_strict,own_only,real,2,7,4.285494622904855,0.20158693451790302,6.060604617189017,0.757763134223888,4.3704799043987395,1.9566023756599151,7,0.015625,0.08493525458008458,0.07688951108596243,0.09260321563876696,1.0
h1_strict,own_only,real,4,7,5.399707360064433,0.1997885900220411,7.636339381448941,0.8841459462035866,5.602715480152857,3.6330609533765563,7,0.015625,0.20301466675202454,0.1916925820686021,0.21456391463278116,1.0
h1_strict,own_only,real,6,7,6.217086574689767,0.22614691968837444,8.792288152373958,0.9209655705986284,6.496100228503578,4.303184288871164,7,0.015625,0.278918691967198,0.265916363076516,0.2919686038815926,1.0
h1_strict,own_only,stale_time,1,7,3.436660187027536,0.22798431963304566,4.860171445761999,0.48508922978665653,3.420378932523928,-0.4783359021381793,0,0.015625,-0.01625827254973425,-0.01939381471090356,-0.012429682111185716,0.0
h1_strict,own_only,stale_time,2,7,4.416305487126137,0.19725851733636662,6.245599115476501,0.7427794418244132,4.3704799043987395,-1.044796700244448,0,0.015625,-0.04586178912876877,-0.051063006491992094,-0.04039666736459134,0.0
h1_strict,own_only,stale_time,4,7,5.485806175626239,0.19280431412049498,7.758101494120709,0.8804311803512826,5.602715480152857,2.0914397259986885,7,0.015625,0.11691971960600088,0.11004177230528216,0.1243268043419701,1.0
h1_strict,own_only,stale_time,6,7,6.288289804444984,0.2226314656526795,8.892984725578554,0.9191487197202052,6.496100228503578,3.204643129998712,7,0.015625,0.2077378999254112,0.19776870976383076,0.21864385044946186,1.0
