movie,representation,detrend,control,control_repeat,lag,geometry,metric,unit,first_value,e_folding,first_zero,integral_positive,exponential_xi,exponential_amplitude,exponential_rmse,n_points
10,gaussian_score,affine,real,0,3,start,direction_correlation,nearest_neighbour,0.03090742548191976,2.1850386639943236,3.1690676937652014,1.527478289257391,1.5982901103050935,0.051136224686876466,0.003128022836003539,8
10,gaussian_score,affine,real,0,3,start,direction_correlation,px,0.03090742548191976,173.32725302623868,251.3834877277451,121.16839063596241,126.78745146734585,0.05113488231703475,0.003128173955280417,8
10,gaussian_score,affine,real,0,4,endpoint,vector_correlation,nearest_neighbour,0.022472472905686165,2.818244017510481,8.266015825065056,2.2625714162201462,2.1231564919549255,0.04021809288430465,0.005254787792331833,8
10,gaussian_score,affine,real,0,4,endpoint,vector_correlation,px,0.022472472905686165,223.5820264997433,655.777980138508,179.50082491522784,168.44189926768271,0.040217499819773364,0.00525490616689172,8
10,gaussian_score,affine,real,0,4,endpoint,direction_correlation,nearest_neighbour,0.020020697385545048,2.9952042186931576,4.689266818512049,2.38280080060985,2.334105009378262,0.032861113346654806,0.0037746715492828365,8
10,gaussian_score,affine,real,0,4,endpoint,direction_correlation,px,0.020020697385545048,237.62100828046042,372.02006361088274,189.03944982479663,185.17755944339729,0.03286070003274022,0.0037747594936990824,8
10,gaussian_score,affine,real,0,4,start,vector_correlation,nearest_neighbour,0.02151633285663691,2.8639777997594784,4.694866743631438,2.416459223016657,2.364427164077307,0.03862352157824012,0.006170386942837003,8
10,gaussian_score,affine,real,0,4,start,vector_correlation,px,0.02151633285663691,227.21163531214677,372.46472490255536,191.70982350159585,187.5831912358143,0.03862314181787845,0.00617047507798222,8
10,gaussian_score,affine,real,0,4,start,direction_correlation,nearest_neighbour,0.020059108091149483,2.9786245780224836,4.534780098160224,2.4187550752155937,2.370197110616417,0.03290314505999722,0.0038071550813784908,8
10,gaussian_score,affine,real,0,4,start,direction_correlation,px,0.020059108091149483,236.3069906669492,359.7642022790262,191.8917984700815,188.04055907697398,0.03290288203490732,0.0038072184054507813,8
10,gaussian_score,affine,real,0,5,endpoint,vector_correlation,nearest_neighbour,-0.0035066914141767083,,,,2.4952804780873947,0.02101361152075332,0.0017172109471146517,8
10,gaussian_score,affine,real,0,5,endpoint,vector_correlation,px,-0.0035066914141767083,,,,198.09250313895507,0.02101369222307612,0.0017172132492349593,8
10,gaussian_score,affine,real,0,5,endpoint,direction_correlation,nearest_neighbour,-0.005397786328823467,,,,1.5853945396895244,0.028508733287250135,0.0032229465296297484,8
10,gaussian_score,affine,real,0,5,endpoint,direction_correlation,px,-0.005397786328823467,,,,125.85600113327634,0.028509815016846293,0.003222913489471077,8
10,gaussian_score,affine,real,0,5,start,vector_correlation,nearest_neighbour,-0.001218691118534331,,,,2.561827174830194,0.02137811884379875,0.0028476821799964754,8
10,gaussian_score,affine,real,0,5,start,vector_correlation,px,-0.001218691118534331,,,,203.34154936456366,0.0213808242244826,0.0028476848800495203,8
10,gaussian_score,affine,real,0,5,start,direction_correlation,nearest_neighbour,-0.0039858318360767786,,,,1.9141478499962092,0.02350616828220663,0.002741991301703652,8
10,gaussian_score,affine,real,0,5,start,direction_correlation,px,-0.0039858318360767786,,,,151.9094328625933,0.023513100872799453,0.002741984520289931,8
10,gaussian_score,affine,real,0,6,endpoint,vector_correlation,nearest_neighbour,0.021731477469664234,3.938867739936542,6.313068364751388,2.41319495914872,3.183256681778591,0.024447172088350906,0.002758948387033477,8
10,gaussian_score,affine,real,0,6,endpoint,vector_correlation,px,0.021731477469664234,312.6396880812964,501.08571069603175,191.54256396688675,252.66494625602496,0.02444712714456887,0.0027589460667131792,8
10,gaussian_score,affine,real,0,6,endpoint,direction_correlation,nearest_neighbour,0.006836830964842501,4.966080202749646,6.851449621784822,7.1137923996318895,5.641423342974763,0.01538615167188135,0.0038674298477411407,8
10,gaussian_score,affine,real,0,6,endpoint,direction_correlation,px,0.006836830964842501,394.1729546660914,543.817899652161,564.6430035507034,447.7763541741394,0.01538614306594352,0.003867431533419752,8
10,gaussian_score,affine,real,0,6,start,vector_correlation,nearest_neighbour,0.019897928440544912,3.973364701427378,6.3666175080586145,2.659308726906437,3.176515476434945,0.024906607338118336,0.002094706586027977,8
10,gaussian_score,affine,real,0,6,start,vector_correlation,px,0.019897928440544912,315.3784032807145,505.33677677328836,211.07676146024,252.12944786057042,0.024906553934125383,0.002094710904143873,8
10,gaussian_score,affine,real,0,6,start,direction_correlation,nearest_neighbour,0.004884853259437595,5.004416484604297,,9.952923866539024,4.969586409285211,0.015110515886528874,0.004344135735703456,8
10,gaussian_score,affine,real,0,6,start,direction_correlation,px,0.004884853259437595,397.21624575722086,,789.9918709003931,394.4481042134469,0.015110545397829063,0.0043441231074870515,8
10,gaussian_score,affine,spatial_shuffle,0,0,current,vector_correlation,nearest_neighbour,0.011786912316749951,1.0313718742808735,1.2296587275710908,0.9012466847332281,3.8554828192568547,0.014102677275686691,4.755140704169014e-05,8
10,gaussian_score,affine,spatial_shuffle,0,0,current,vector_correlation,px,0.011786912316749951,81.76165593895138,97.4822615228897,71.44801126868437,305.64654438871895,0.014102523615856873,4.756069874345976e-05,8
10,gaussian_score,affine,spatial_shuffle,0,0,current,direction_correlation,nearest_neighbour,0.008510303563908644,1.3205839440559943,1.4301015490167284,2.000475180139674,7.476927677151503,0.0078000680992781155,0.0012127789055238426,8
10,gaussian_score,affine,spatial_shuffle,0,0,current,direction_correlation,px,0.008510303563908644,104.6905680520943,113.3725601317073,158.59003859445392,592.7334894841639,0.007800066404554561,0.0012127670051927683,8
10,gaussian_score,affine,spatial_shuffle,0,1,endpoint,vector_correlation,nearest_neighbour,0.006769784549820407,2.1251544410502303,2.2722317818989928,3.0263641845313374,4.812487534471746,0.009539531178440598,0.0011906056832006245,8
10,gaussian_score,affine,spatial_shuffle,0,1,endpoint,vector_correlation,px,0.006769784549820407,168.65330817226913,180.32501736971798,240.17677036370145,381.93055725659775,0.009539462137067453,0.0011906209517020718,8
10,gaussian_score,affine,spatial_shuffle,0,1,endpoint,direction_correlation,nearest_neighbour,0.001516753201009547,2.3023213507329356,2.3263054214958054,12.922271063302972,33.859190731392445,0.0068409261658919805,0.004327532883596026,8
10,gaussian_score,affine,spatial_shuffle,0,1,endpoint,direction_correlation,px,0.001516753201009547,182.71285424030387,184.61617325395878,1025.5194429103135,2687.2971386953245,0.006840895672889131,0.004327534553914659,8
10,gaussian_score,affine,spatial_shuffle,0,1,start,vector_correlation,nearest_neighbour,0.008756655232885917,2.0991893967710333,2.3126450144685906,2.5199924312139808,4.41196187285669,0.010565395083755563,0.000656709429086887,8
10,gaussian_score,affine,spatial_shuffle,0,1,start,vector_correlation,px,0.008756655232885917,166.59243226039914,183.5317670819128,199.99036907376913,350.141615563931,0.010565341279579926,0.0006567041938744004,8
10,gaussian_score,affine,spatial_shuffle,0,1,start,direction_correlation,nearest_neighbour,0.0025959490464083517,2.3012169614015345,2.33900120939414,8.237074927811532,6.510326942159546,0.008896856224810706,0.004436078877848467,8
10,gaussian_score,affine,spatial_shuffle,0,1,start,direction_correlation,px,0.0025959490464083517,182.62486372022582,185.62333260396684,653.6977609121545,516.6758487630246,0.00889679716528553,0.004436087145740836,8
10,gaussian_score,affine,spatial_shuffle,0,2,endpoint,vector_correlation,nearest_neighbour,0.009639227710687084,0.8618986379346301,0.9620553590930977,1.1952606784830104,0.7093958245769878,0.025207981500442168,0.001397678191761749,8
10,gaussian_score,affine,spatial_shuffle,0,2,endpoint,vector_correlation,px,0.009639227710687084,68.41082601430988,76.36140564064624,94.87480430899035,56.309203934043985,0.02520602449214311,0.0013976698037158001,8
