operating_point,protocol,sources,dataset,family_selected,detail,fit_control,selected_overall,horizon,sequences,rows,component_rmse,vector_rmse,mean_gain_vs_prior_percent,nll_selected,energy_score_selected,coverage50,coverage90,calibration_error_selected,scale_factor,degrees_of_freedom,validation_score,nll_independent,energy_score_independent,calibration_error_independent,nll_gain,energy_gain_percent,nll_gain_vs_time_shuffled,energy_gain_vs_time_shuffled_percent,strong_temporal_gate,source_path,source_sha256
h1_strict,per_domain,MDCK_Edge,MDCK_Edge,lowrank,rank=6;shrink=0.050000,real,True,4,1,31689,5.357426251002952,7.57654486358202,1.655743452460791,5.947191516368924,4.386858726320119,0.6149452491400802,0.9613114961027486,0.0881283726214143,1.0,8.0,5.4805643254534,6.091545507182392,4.529576777346176,0.1718482754268042,0.1443539908134683,3.150803221612997,0.0366805750325225,0.4478880773450633,True,<AIRI_SOURCE_ROOT>/outputs/lachance_temporal_student_t_covariance_v163_h1strict_2026-07-27/v163_temporal_covariance_decision.csv,3914c4845cb3566ef3f9f9b1169963735b42b06052813c58954830b4b13784a7
h1_strict,per_domain,MDCK_Edge,MDCK_Edge,lowrank,rank=6;shrink=0.050000,real,True,6,1,30054,6.16479042069873,8.718330222139883,-0.5670549998917681,6.261918871397789,5.057406614787831,0.6072735742330472,0.9651959805683104,0.0862347774006787,1.0,8.0,5.4805643254534,6.451129795074,5.267963442955861,0.1854395421574499,0.1892109236762111,3.9969303213290113,-0.006196441706888,0.0732756686743262,False,<AIRI_SOURCE_ROOT>/outputs/lachance_temporal_student_t_covariance_v163_h1strict_2026-07-27/v163_temporal_covariance_decision.csv,3914c4845cb3566ef3f9f9b1169963735b42b06052813c58954830b4b13784a7
h6_utility,lodo_zero_shot,HUVEC+MDAMB231+MDCK_Bulk,MDCK_Edge,lowrank,rank=8;shrink=0.050000,real,True,1,1,34152,4.215366374202593,5.961428296768806,-11.721607446469305,5.539278755447358,3.515776474325477,0.4351428906066995,0.9005621925509487,0.0327096509721246,1.0,5.0,5.453539056192597,5.688567499052951,3.585674175327609,0.1833684703677676,0.1492887436055925,1.9493600808206653,-8.155104178086958e-05,-2.6395642057479676,False,<AIRI_SOURCE_ROOT>/outputs/lachance_temporal_student_t_covariance_v163_full_2026-07-27/v163_temporal_covariance_decision.csv,b09c5655c3198b701c12dd58bc46485265dca69c75939e7543f53c7b3916fec4
h6_utility,lodo_zero_shot,HUVEC+MDAMB231+MDCK_Bulk,MDCK_Edge,lowrank,rank=8;shrink=0.050000,real,True,2,1,33327,4.491810804388192,6.35237975917978,2.6414340134793504,5.602275343011812,3.672467034129315,0.5401626308998709,0.9516608155549554,0.0459117232274131,1.0,5.0,5.453539056192597,5.593636073336136,3.6663899779353097,0.0330992888648843,-0.008639269675676,-0.1657504038189634,0.0368745008395823,1.8414799048827064,False,<AIRI_SOURCE_ROOT>/outputs/lachance_temporal_student_t_covariance_v163_full_2026-07-27/v163_temporal_covariance_decision.csv,b09c5655c3198b701c12dd58bc46485265dca69c75939e7543f53c7b3916fec4
h6_utility,lodo_zero_shot,HUVEC+MDAMB231+MDCK_Bulk,MDCK_Edge,lowrank,rank=8;shrink=0.050000,real,True,4,1,31689,4.836914296540005,6.840429798203194,11.210585420874644,5.790317934422423,3.9833218460352873,0.6310707185458676,0.9758591309287136,0.1034649247372905,1.0,5.0,5.453539056192597,5.802024219598359,3.99384112135949,0.1095711445612042,0.0117062851759364,0.2633874259029666,0.0801929849454659,1.6786977535384866,True,<AIRI_SOURCE_ROOT>/outputs/lachance_temporal_student_t_covariance_v163_full_2026-07-27/v163_temporal_covariance_decision.csv,b09c5655c3198b701c12dd58bc46485265dca69c75939e7543f53c7b3916fec4
h6_utility,lodo_zero_shot,HUVEC+MDAMB231+MDCK_Bulk,MDCK_Edge,lowrank,rank=8;shrink=0.050000,real,True,6,1,30054,5.175893587615523,7.319818909005807,15.56495199713211,5.970758733180558,4.286327595981955,0.7071604445331736,0.9858255140746656,0.1464929793039195,1.0,5.0,5.453539056192597,6.018981910191893,4.333759931575416,0.1652425633859053,0.0482231770113346,1.0944846124925427,0.007898817680827,-0.3279286463303094,True,<AIRI_SOURCE_ROOT>/outputs/lachance_temporal_student_t_covariance_v163_full_2026-07-27/v163_temporal_covariance_decision.csv,b09c5655c3198b701c12dd58bc46485265dca69c75939e7543f53c7b3916fec4
h6_utility,lodo_zero_shot,HUVEC+MDAMB231+MDCK_Edge,MDCK_Bulk,lowrank,rank=8;shrink=0.050000,real,True,1,1,12960,4.261859732721842,6.027179834947002,-2.9172617883119285,5.731591629166631,3.5645652859782926,0.3179012345679012,0.7618055555555555,0.1601466049382716,1.0,5.0,5.530784205822033,6.0641420458208435,3.6814720530081,0.3045524691358025,0.3325504166542128,3.175544058097191,-0.0075331560270539,0.8451365853329474,False,<AIRI_SOURCE_ROOT>/outputs/lachance_temporal_student_t_covariance_v163_full_2026-07-27/v163_temporal_covariance_decision.csv,b09c5655c3198b701c12dd58bc46485265dca69c75939e7543f53c7b3916fec4
h6_utility,lodo_zero_shot,HUVEC+MDAMB231+MDCK_Edge,MDCK_Bulk,lowrank,rank=8;shrink=0.050000,real,True,2,1,12638,5.116918340975138,7.2364153153626765,8.647538984635776,5.958942691958128,4.247314577952656,0.3219655008703909,0.7907896819116949,0.1436224086089571,1.0,5.0,5.530784205822033,6.056599565383526,4.300792531404054,0.2015825288811521,0.0976568734253984,1.2434441573478832,-0.0620619088603664,-1.634071829350195,False,<AIRI_SOURCE_ROOT>/outputs/lachance_temporal_student_t_covariance_v163_full_2026-07-27/v163_temporal_covariance_decision.csv,b09c5655c3198b701c12dd58bc46485265dca69c75939e7543f53c7b3916fec4
h6_utility,lodo_zero_shot,HUVEC+MDAMB231+MDCK_Edge,MDCK_Bulk,lowrank,rank=8;shrink=0.050000,real,True,4,1,11997,6.612287700591366,9.351186944489116,15.053591268863642,6.5933991765775835,5.627871424395425,0.2665666416604151,0.7296824206051513,0.2018754688672168,1.0,5.0,5.530784205822033,6.538267427535779,5.588802428630547,0.1682837376010669,-0.0551317490418048,-0.6990584523928369,-0.124713341847535,-0.601408228937424,False,<AIRI_SOURCE_ROOT>/outputs/lachance_temporal_student_t_covariance_v163_full_2026-07-27/v163_temporal_covariance_decision.csv,b09c5655c3198b701c12dd58bc46485265dca69c75939e7543f53c7b3916fec4
h6_utility,lodo_zero_shot,HUVEC+MDAMB231+MDCK_Edge,MDCK_Bulk,lowrank,rank=8;shrink=0.050000,real,True,6,1,11361,7.650757617132561,10.81980518457813,18.209826989189025,6.903022171851971,6.565592165257767,0.2613326291699674,0.7323299005369246,0.203168735146554,1.0,5.0,5.530784205822033,6.804960226636974,6.478899358012104,0.1392218994806795,-0.0980619452149964,-1.3380792393148555,-0.0191734400354617,-0.6821097499670936,False,<AIRI_SOURCE_ROOT>/outputs/lachance_temporal_student_t_covariance_v163_full_2026-07-27/v163_temporal_covariance_decision.csv,b09c5655c3198b701c12dd58bc46485265dca69c75939e7543f53c7b3916fec4
h6_utility,lodo_zero_shot,HUVEC+MDCK_Bulk+MDCK_Edge,MDAMB231,ar2,phi1=-0.423715;phi2=-0.155574,real,True,1,3,14986,23.198803798600014,32.80806296281262,-1.0762492508219934,6.763731897529904,12.149941200235348,0.4564761240196234,0.8228585609787472,0.0603326575008146,1.0,5.0,4.93886198637114,6.947614688941383,12.43310794571637,0.1820085314220464,0.1838827914114791,2.2775218128672696,0.0,-0.6954171137010852,False,<AIRI_SOURCE_ROOT>/outputs/lachance_temporal_student_t_covariance_v163_full_2026-07-27/v163_temporal_covariance_decision.csv,b09c5655c3198b701c12dd58bc46485265dca69c75939e7543f53c7b3916fec4
h6_utility,lodo_zero_shot,HUVEC+MDCK_Bulk+MDCK_Edge,MDAMB231,ar2,phi1=-0.423715;phi2=-0.155574,real,True,2,3,14805,25.527168639663277,36.10086809919696,0.3284886998202618,6.96141133098758,13.515325236140304,0.4534553468713971,0.8400802995484117,0.0532321767900956,1.0,5.0,4.93886198637114,6.993325481152257,13.595110125375411,0.0877165954147078,0.0319141501646775,0.5868646042534765,-0.0143251329303835,-0.5346987206487961,False,<AIRI_SOURCE_ROOT>/outputs/lachance_temporal_student_t_covariance_v163_full_2026-07-27/v163_temporal_covariance_decision.csv,b09c5655c3198b701c12dd58bc46485265dca69c75939e7543f53c7b3916fec4
h6_utility,lodo_zero_shot,HUVEC+MDCK_Bulk+MDCK_Edge,MDAMB231,ar2,phi1=-0.423715;phi2=-0.155574,real,True,4,3,14445,27.630557468962625,39.07550910853616,1.5991387234439525,7.312110744974234,15.384647527423104,0.4607592243193975,0.8629129522999293,0.0381639116903366,1.0,5.0,4.93886198637114,7.31403670999472,15.372873190721092,0.0139550588994604,0.0019259650204856,-0.0765916465707904,0.0056191012305282,0.2477955884910535,False,<AIRI_SOURCE_ROOT>/outputs/lachance_temporal_student_t_covariance_v163_full_2026-07-27/v163_temporal_covariance_decision.csv,b09c5655c3198b701c12dd58bc46485265dca69c75939e7543f53c7b3916fec4
h6_utility,lodo_zero_shot,HUVEC+MDCK_Bulk+MDCK_Edge,MDAMB231,ar2,phi1=-0.423715;phi2=-0.155574,real,True,6,3,14086,29.9057516711981,42.293119606370205,2.344805568536936,7.635975895298418,17.18880183416381,0.4530194389709734,0.8696103923240899,0.0386850843524683,1.0,5.0,4.93886198637114,7.643675209021423,17.19804156970605,0.0083290343649104,0.0076993137230054,0.0537255099936109,0.0154203150856062,0.7487346613128523,True,<AIRI_SOURCE_ROOT>/outputs/lachance_temporal_student_t_covariance_v163_full_2026-07-27/v163_temporal_covariance_decision.csv,b09c5655c3198b701c12dd58bc46485265dca69c75939e7543f53c7b3916fec4
h6_utility,lodo_zero_shot,MDAMB231+MDCK_Bulk+MDCK_Edge,HUVEC,lowrank,rank=8;shrink=0.050000,real,True,1,3,14896,1.1722937429421576,1.6578737103539185,-26.98019412596805,3.084115108722028,1.004152806529578,0.2943664253390181,0.808713707937574,0.1484599333617039,1.0,5.0,6.34596666246064,3.4026474284830592,1.0437909735591937,0.30911754454078,0.3185323197610312,3.7975196216206455,-0.0004246859056284,-0.0555421102117906,False,<AIRI_SOURCE_ROOT>/outputs/lachance_temporal_student_t_covariance_v163_full_2026-07-27/v163_temporal_covariance_decision.csv,b09c5655c3198b701c12dd58bc46485265dca69c75939e7543f53c7b3916fec4
h6_utility,lodo_zero_shot,MDAMB231+MDCK_Bulk+MDCK_Edge,HUVEC,lowrank,rank=8;shrink=0.050000,real,True,2,3,14784,1.1075332192281475,1.5662884994111803,-2.7206536048949865,2.8441317761129987,0.9266091306545484,0.445995611318192,0.914772801869576,0.034388595275692,1.0,5.0,6.34596666246064,2.8674511576108865,0.9307395608727091,0.0706119895636024,0.0233193814978878,0.4437793762938061,0.0097777980657265,0.2118015766386936,True,<AIRI_SOURCE_ROOT>/outputs/lachance_temporal_student_t_covariance_v163_full_2026-07-27/v163_temporal_covariance_decision.csv,b09c5655c3198b701c12dd58bc46485265dca69c75939e7543f53c7b3916fec4
h6_utility,lodo_zero_shot,MDAMB231+MDCK_Bulk+MDCK_Edge,HUVEC,lowrank,rank=8;shrink=0.050000,real,True,4,3,14560,1.165514411503042,1.6482862878888982,9.722151651753189,2.9447413120024297,0.9769166679478314,0.5186525357741238,0.9492528563248168,0.036760998857773,1.0,5.0,6.34596666246064,2.9731747139836178,0.982052589616892,0.0730718481959176,0.028433401981188,0.5229782725856056,0.0559942235135135,0.4603834264777384,True,<AIRI_SOURCE_ROOT>/outputs/lachance_temporal_student_t_covariance_v163_full_2026-07-27/v163_temporal_covariance_decision.csv,b09c5655c3198b701c12dd58bc46485265dca69c75939e7543f53c7b3916fec4
h6_utility,lodo_zero_shot,MDAMB231+MDCK_Bulk+MDCK_Edge,HUVEC,lowrank,rank=8;shrink=0.050000,real,True,6,3,14336,1.1964806989702528,1.6920792316013715,15.807771104672035,3.0424564935063763,1.0099056748745634,0.59385985318445,0.9718483521406908,0.0828541026625703,1.0,5.0,6.34596666246064,3.1289297402809715,1.0296219022707025,0.1405662577789594,0.0864732467745952,1.9148997658905096,0.0045088334331979,-0.0367043375688357,True,<AIRI_SOURCE_ROOT>/outputs/lachance_temporal_student_t_covariance_v163_full_2026-07-27/v163_temporal_covariance_decision.csv,b09c5655c3198b701c12dd58bc46485265dca69c75939e7543f53c7b3916fec4
h6_utility,per_domain,HUVEC,HUVEC,lowrank,rank=6;shrink=0.050000,real,True,1,3,14896,0.9961564648747592,1.4087779828715217,-7.876808012778208,2.6534058031972587,0.8359457993870351,0.3908209315679604,0.8501643746611004,0.0795073468854696,1.0,8.0,3.0422909055254217,2.9085339168561375,0.8615067077987488,0.2386617317250351,0.2551281136588788,2.96700050972614,0.0003182301469957,-0.1559453679163657,True,<AIRI_SOURCE_ROOT>/outputs/lachance_temporal_student_t_covariance_v163_full_2026-07-27/v163_temporal_covariance_decision.csv,b09c5655c3198b701c12dd58bc46485265dca69c75939e7543f53c7b3916fec4
h6_utility,per_domain,HUVEC,HUVEC,lowrank,rank=6;shrink=0.050000,real,True,2,3,14784,1.0433318526816222,1.4754940561181982,3.2416753625935635,2.664255237754144,0.8609449309586931,0.526277933535998,0.9183145110564466,0.0222962222962222,1.0,8.0,3.0422909055254217,2.6775819931339058,0.8634900576052216,0.05070365715527,0.0133267553797615,0.2947488073675204,0.0231463856221814,0.3831469508532059,True,<AIRI_SOURCE_ROOT>/outputs/lachance_temporal_student_t_covariance_v163_full_2026-07-27/v163_temporal_covariance_decision.csv,b09c5655c3198b701c12dd58bc46485265dca69c75939e7543f53c7b3916fec4
h6_utility,per_domain,HUVEC,HUVEC,lowrank,rank=6;shrink=0.050000,real,True,4,3,14560,1.181084058460642,1.6703050937776975,8.51133449850645,2.9020162298433916,0.9755727690819996,0.5229713352542137,0.9143540358180556,0.0207383876118367,1.0,8.0,3.0422909055254217,2.9285725156997415,0.97901899680277,0.061441811565881,0.0265562858563499,0.3520082584735255,0.0494254023767291,0.1119285106240961,True,<AIRI_SOURCE_ROOT>/outputs/lachance_temporal_student_t_covariance_v163_full_2026-07-27/v163_temporal_covariance_decision.csv,b09c5655c3198b701c12dd58bc46485265dca69c75939e7543f53c7b3916fec4
h6_utility,per_domain,HUVEC,HUVEC,lowrank,rank=6;shrink=0.050000,real,True,6,3,14336,1.2656032761896812,1.7898333177712689,10.931610849464697,3.0559789119986243,1.0493483030408444,0.5370202154476348,0.9151410305644178,0.0260806230060262,1.0,8.0,3.0422909055254217,3.142702988999862,1.06451848653474,0.1144411242319508,0.0867240770012376,1.4250746873619906,0.0047885874379445,-0.0523518074500906,True,<AIRI_SOURCE_ROOT>/outputs/lachance_temporal_student_t_covariance_v163_full_2026-07-27/v163_temporal_covariance_decision.csv,b09c5655c3198b701c12dd58bc46485265dca69c75939e7543f53c7b3916fec4
h6_utility,per_domain,MDAMB231,MDAMB231,lowrank,rank=8;shrink=0.050000,real,True,1,3,14986,23.895088617123054,33.79275839644239,-4.104776209370186,6.946454497404588,12.723116200313685,0.4090060487273308,0.7875294113622674,0.1017322699552009,1.0,5.0,7.562273858676814,6.994692888155978,12.880992677820572,0.1719264555446215,0.0482383907513899,1.2256545862240278,-6.058560814015124e-05,-0.7174641250905143,False,<AIRI_SOURCE_ROOT>/outputs/lachance_temporal_student_t_covariance_v163_full_2026-07-27/v163_temporal_covariance_decision.csv,b09c5655c3198b701c12dd58bc46485265dca69c75939e7543f53c7b3916fec4
h6_utility,per_domain,MDAMB231,MDAMB231,lowrank,rank=8;shrink=0.050000,real,True,2,3,14805,25.376274919057064,35.88747215303871,0.9169608767924826,7.004284835201151,13.405698297891735,0.4689735341059384,0.8684759077894243,0.0312752790523186,1.0,5.0,7.562273858676814,7.003159996055994,13.42411278224167,0.053957737605078,-0.0011248391451568,0.1371746844550685,-0.0043812674484469,-0.1903899795836896,False,<AIRI_SOURCE_ROOT>/outputs/lachance_temporal_student_t_covariance_v163_full_2026-07-27/v163_temporal_covariance_decision.csv,b09c5655c3198b701c12dd58bc46485265dca69c75939e7543f53c7b3916fec4
h6_utility,per_domain,MDAMB231,MDAMB231,lowrank,rank=8;shrink=0.050000,real,True,4,3,14445,26.89688369641156,38.03793770903702,4.2157789005083615,7.233202084913892,14.720410804866448,0.522776156529592,0.9151635973306916,0.0189698769301418,1.0,5.0,7.562273858676814,7.244776877022524,14.787740251819896,0.0366474999675279,0.0115747921086315,0.4553058534089511,0.0186731780822118,0.5706908136586576,True,<AIRI_SOURCE_ROOT>/outputs/lachance_temporal_student_t_covariance_v163_full_2026-07-27/v163_temporal_covariance_decision.csv,b09c5655c3198b701c12dd58bc46485265dca69c75939e7543f53c7b3916fec4
h6_utility,per_domain,MDAMB231,MDAMB231,lowrank,rank=8;shrink=0.050000,real,True,6,3,14086,28.733996019891247,40.63600687250474,6.173779919519615,7.472496145679576,16.075189878167123,0.5460714995213659,0.9319457344065436,0.0390086169639548,1.0,5.0,7.562273858676814,7.511061716878985,16.205963253837805,0.0714168506097539,0.0385655711994097,0.8069460211796586,0.001493004985793,0.316197518438041,True,<AIRI_SOURCE_ROOT>/outputs/lachance_temporal_student_t_covariance_v163_full_2026-07-27/v163_temporal_covariance_decision.csv,b09c5655c3198b701c12dd58bc46485265dca69c75939e7543f53c7b3916fec4
h6_utility,per_domain,MDCK_Bulk,MDCK_Bulk,lowrank,rank=8;shrink=0.050000,real,True,1,1,12960,4.43247015533549,6.26845940848943,-7.03723725187075,5.832637928785947,3.7206722920954993,0.2905864197530864,0.7424382716049382,0.1834876543209876,1.0,5.0,5.49398706645845,6.201587427104081,3.8534950593236257,0.3277006172839506,0.368949498318134,3.44681296286493,0.0041516104411334,1.2040623026800006,True,<AIRI_SOURCE_ROOT>/outputs/lachance_temporal_student_t_covariance_v163_full_2026-07-27/v163_temporal_covariance_decision.csv,b09c5655c3198b701c12dd58bc46485265dca69c75939e7543f53c7b3916fec4
h6_utility,per_domain,MDCK_Bulk,MDCK_Bulk,lowrank,rank=8;shrink=0.050000,real,True,2,1,12638,4.940501912977792,6.986924810263414,11.797105537622054,5.886416879352793,4.108533456275856,0.3330432030384554,0.8070106029435037,0.1299730970090204,1.0,5.0,5.49398706645845,5.969805750544558,4.155085771513485,0.189199240386137,0.0833888711917651,1.120369537418055,-0.0564930344987546,-2.119864849746099,False,<AIRI_SOURCE_ROOT>/outputs/lachance_temporal_student_t_covariance_v163_full_2026-07-27/v163_temporal_covariance_decision.csv,b09c5655c3198b701c12dd58bc46485265dca69c75939e7543f53c7b3916fec4
h6_utility,per_domain,MDCK_Bulk,MDCK_Bulk,lowrank,rank=8;shrink=0.050000,real,True,4,1,11997,5.980823198466432,8.458161281426861,23.165858025180196,6.311286552987118,4.999032835897556,0.3149120613486705,0.7905309660748521,0.1472784862882387,1.0,5.0,5.49398706645845,6.271363348330982,4.974153663436587,0.1144786196549137,-0.0399232046561364,-0.5001689562557792,-0.0812238188398097,0.1690722126267534,False,<AIRI_SOURCE_ROOT>/outputs/lachance_temporal_student_t_covariance_v163_full_2026-07-27/v163_temporal_covariance_decision.csv,b09c5655c3198b701c12dd58bc46485265dca69c75939e7543f53c7b3916fec4
h6_utility,per_domain,MDCK_Bulk,MDCK_Bulk,lowrank,rank=8;shrink=0.050000,real,True,6,1,11361,6.668117143940071,9.430141700452596,28.71471269225499,6.487842998223046,5.590074086322467,0.3451280697121732,0.823695097262565,0.1155884165126309,1.0,5.0,5.49398706645845,6.441000752847045,5.548525803596939,0.061675908810844,-0.0468422453760011,-0.7488166081627221,-0.0119257548391438,-0.6824926145569837,False,<AIRI_SOURCE_ROOT>/outputs/lachance_temporal_student_t_covariance_v163_full_2026-07-27/v163_temporal_covariance_decision.csv,b09c5655c3198b701c12dd58bc46485265dca69c75939e7543f53c7b3916fec4
h6_utility,per_domain,MDCK_Edge,MDCK_Edge,lowrank,rank=6;shrink=0.050000,real,True,1,1,34152,4.111645837776344,5.814745307458192,-8.972658950398744,5.390784611392566,3.340031310771988,0.4630182712579058,0.8739751698289998,0.0315032794565471,1.0,12.0,5.819847255414133,5.748185250051809,3.50313880801458,0.2752518154134458,0.357400638659243,4.656038660798429,0.000806895371868,-3.5513743431879568,True,<AIRI_SOURCE_ROOT>/outputs/lachance_temporal_student_t_covariance_v163_full_2026-07-27/v163_temporal_covariance_decision.csv,b09c5655c3198b701c12dd58bc46485265dca69c75939e7543f53c7b3916fec4
h6_utility,per_domain,MDCK_Edge,MDCK_Edge,lowrank,rank=6;shrink=0.050000,real,True,2,1,33327,4.42881618073576,6.263291908053923,4.006822381500043,5.52208943395495,3.5706687090763167,0.5593662795931227,0.930896870405377,0.0451315749992498,1.0,12.0,5.819847255414133,5.645821765867915,3.638776683049013,0.1397785579260059,0.1237323319129641,1.871727228823149,0.0289708324582118,1.7128028411505356,True,<AIRI_SOURCE_ROOT>/outputs/lachance_temporal_student_t_covariance_v163_full_2026-07-27/v163_temporal_covariance_decision.csv,b09c5655c3198b701c12dd58bc46485265dca69c75939e7543f53c7b3916fec4
h6_utility,per_domain,MDCK_Edge,MDCK_Edge,lowrank,rank=6;shrink=0.050000,real,True,4,1,31689,4.614077274508169,6.525290659446938,15.301120733215328,5.633228313612715,3.757944110085158,0.5931080185553347,0.9482785824734136,0.070693300514374,1.0,12.0,5.819847255414133,5.653472175587705,3.756231888871048,0.0546309444917794,0.0202438619749898,-0.0455834800610312,0.0891772525904137,1.3153037100838458,False,<AIRI_SOURCE_ROOT>/outputs/lachance_temporal_student_t_covariance_v163_full_2026-07-27/v163_temporal_covariance_decision.csv,b09c5655c3198b701c12dd58bc46485265dca69c75939e7543f53c7b3916fec4
h6_utility,per_domain,MDCK_Edge,MDCK_Edge,lowrank,rank=6;shrink=0.050000,real,True,6,1,30054,4.946659226797439,6.995632566974946,19.304482946124914,5.790648748839317,4.031180791898437,0.6009183469754442,0.951021494642976,0.0759699208092101,1.0,12.0,5.819847255414133,5.814694488049157,4.027136158066303,0.0501164570439874,0.0240457392098401,-0.1004344942256912,0.0043508882419995,-0.4111033657124554,False,<AIRI_SOURCE_ROOT>/outputs/lachance_temporal_student_t_covariance_v163_full_2026-07-27/v163_temporal_covariance_decision.csv,b09c5655c3198b701c12dd58bc46485265dca69c75939e7543f53c7b3916fec4
