test_movie,validation_movie,train_movies,method,horizon,component_rmse,vector_rmse,r2,n_rows,n_seeds,source_path,source_sha256,exact_key_contract_verified,method_family,source_fidelity,status,protocol_id
1,2,"3,4,5,6",position_imm,6,8.396929740905762,11.875052452087402,0.8504771163516219,12627.0,3,<AIRI_SOURCE_ROOT>/outputs/lachance_online_lomo_baselines_v117_production_2026-07-21/v117_seed_aggregated_within_movie.csv,8510dd42add12014fa4e3d35a32c42381a6aa6fb5ee4acd45719268ac4b3b7f4,True,classical_filter,exact causal adaptation,complete,mdck_bulk_online_outer_lomo_v188
1,2,"3,4,5,6",position_kf_ca,1,4.510451793670654,6.378742694854736,0.1208017294263683,14446.0,3,<AIRI_SOURCE_ROOT>/outputs/lachance_online_lomo_baselines_v117_production_2026-07-21/v117_seed_aggregated_within_movie.csv,8510dd42add12014fa4e3d35a32c42381a6aa6fb5ee4acd45719268ac4b3b7f4,True,classical_filter,exact causal adaptation,complete,mdck_bulk_online_outer_lomo_v188
1,2,"3,4,5,6",position_kf_ca,2,6.137069225311279,8.679126739501953,0.4970183310005354,14078.0,3,<AIRI_SOURCE_ROOT>/outputs/lachance_online_lomo_baselines_v117_production_2026-07-21/v117_seed_aggregated_within_movie.csv,8510dd42add12014fa4e3d35a32c42381a6aa6fb5ee4acd45719268ac4b3b7f4,True,classical_filter,exact causal adaptation,complete,mdck_bulk_online_outer_lomo_v188
1,2,"3,4,5,6",position_kf_ca,4,7.038888454437256,9.95449161529541,0.7986617533576514,13348.0,3,<AIRI_SOURCE_ROOT>/outputs/lachance_online_lomo_baselines_v117_production_2026-07-21/v117_seed_aggregated_within_movie.csv,8510dd42add12014fa4e3d35a32c42381a6aa6fb5ee4acd45719268ac4b3b7f4,True,classical_filter,exact causal adaptation,complete,mdck_bulk_online_outer_lomo_v188
1,2,"3,4,5,6",position_kf_ca,6,6.948436737060547,9.826574325561523,0.8976139395993409,12627.0,3,<AIRI_SOURCE_ROOT>/outputs/lachance_online_lomo_baselines_v117_production_2026-07-21/v117_seed_aggregated_within_movie.csv,8510dd42add12014fa4e3d35a32c42381a6aa6fb5ee4acd45719268ac4b3b7f4,True,classical_filter,exact causal adaptation,complete,mdck_bulk_online_outer_lomo_v188
1,2,"3,4,5,6",position_kf_cv,1,3.897546768188477,5.511963367462158,0.3435080509681186,14446.0,3,<AIRI_SOURCE_ROOT>/outputs/lachance_online_lomo_baselines_v117_production_2026-07-21/v117_seed_aggregated_within_movie.csv,8510dd42add12014fa4e3d35a32c42381a6aa6fb5ee4acd45719268ac4b3b7f4,True,classical_filter,exact causal adaptation,complete,mdck_bulk_online_outer_lomo_v188
1,2,"3,4,5,6",position_kf_cv,2,5.427463054656982,7.675591945648193,0.6066094739892646,14078.0,3,<AIRI_SOURCE_ROOT>/outputs/lachance_online_lomo_baselines_v117_production_2026-07-21/v117_seed_aggregated_within_movie.csv,8510dd42add12014fa4e3d35a32c42381a6aa6fb5ee4acd45719268ac4b3b7f4,True,classical_filter,exact causal adaptation,complete,mdck_bulk_online_outer_lomo_v188
1,2,"3,4,5,6",position_kf_cv,4,7.495380878448486,10.600069046020508,0.7717001902218236,13348.0,3,<AIRI_SOURCE_ROOT>/outputs/lachance_online_lomo_baselines_v117_production_2026-07-21/v117_seed_aggregated_within_movie.csv,8510dd42add12014fa4e3d35a32c42381a6aa6fb5ee4acd45719268ac4b3b7f4,True,classical_filter,exact causal adaptation,complete,mdck_bulk_online_outer_lomo_v188
1,2,"3,4,5,6",position_kf_cv,6,8.780364036560059,12.417309761047363,0.8365098334172777,12627.0,3,<AIRI_SOURCE_ROOT>/outputs/lachance_online_lomo_baselines_v117_production_2026-07-21/v117_seed_aggregated_within_movie.csv,8510dd42add12014fa4e3d35a32c42381a6aa6fb5ee4acd45719268ac4b3b7f4,True,classical_filter,exact causal adaptation,complete,mdck_bulk_online_outer_lomo_v188
1,2,"3,4,5,6",wolf_imq_ca,1,4.499858856201172,6.363761901855469,0.1249264494575255,14446.0,3,<AIRI_SOURCE_ROOT>/outputs/lachance_online_lomo_baselines_v117_production_2026-07-21/v117_seed_aggregated_within_movie.csv,8510dd42add12014fa4e3d35a32c42381a6aa6fb5ee4acd45719268ac4b3b7f4,True,robust_filter,source-faithful WoLF-IMQ update adaptation,complete,mdck_bulk_online_outer_lomo_v188
1,2,"3,4,5,6",wolf_imq_ca,2,6.339879035949707,8.9659423828125,0.4632252918289783,14078.0,3,<AIRI_SOURCE_ROOT>/outputs/lachance_online_lomo_baselines_v117_production_2026-07-21/v117_seed_aggregated_within_movie.csv,8510dd42add12014fa4e3d35a32c42381a6aa6fb5ee4acd45719268ac4b3b7f4,True,robust_filter,source-faithful WoLF-IMQ update adaptation,complete,mdck_bulk_online_outer_lomo_v188
1,2,"3,4,5,6",wolf_imq_ca,4,7.438299655914307,10.519344329833984,0.7751641864814717,13348.0,3,<AIRI_SOURCE_ROOT>/outputs/lachance_online_lomo_baselines_v117_production_2026-07-21/v117_seed_aggregated_within_movie.csv,8510dd42add12014fa4e3d35a32c42381a6aa6fb5ee4acd45719268ac4b3b7f4,True,robust_filter,source-faithful WoLF-IMQ update adaptation,complete,mdck_bulk_online_outer_lomo_v188
1,2,"3,4,5,6",wolf_imq_ca,6,7.359500885009766,10.40790557861328,0.885141448950085,12627.0,3,<AIRI_SOURCE_ROOT>/outputs/lachance_online_lomo_baselines_v117_production_2026-07-21/v117_seed_aggregated_within_movie.csv,8510dd42add12014fa4e3d35a32c42381a6aa6fb5ee4acd45719268ac4b3b7f4,True,robust_filter,source-faithful WoLF-IMQ update adaptation,complete,mdck_bulk_online_outer_lomo_v188
1,2,"3,4,5,6",wolf_imq_cv,1,3.8626046180725098,5.462547779083252,0.355226449663196,14446.0,3,<AIRI_SOURCE_ROOT>/outputs/lachance_online_lomo_baselines_v117_production_2026-07-21/v117_seed_aggregated_within_movie.csv,8510dd42add12014fa4e3d35a32c42381a6aa6fb5ee4acd45719268ac4b3b7f4,True,robust_filter,source-faithful WoLF-IMQ update adaptation,complete,mdck_bulk_online_outer_lomo_v188
1,2,"3,4,5,6",wolf_imq_cv,2,5.5573859214782715,7.859330177307129,0.587550116418549,14078.0,3,<AIRI_SOURCE_ROOT>/outputs/lachance_online_lomo_baselines_v117_production_2026-07-21/v117_seed_aggregated_within_movie.csv,8510dd42add12014fa4e3d35a32c42381a6aa6fb5ee4acd45719268ac4b3b7f4,True,robust_filter,source-faithful WoLF-IMQ update adaptation,complete,mdck_bulk_online_outer_lomo_v188
1,2,"3,4,5,6",wolf_imq_cv,4,7.676263332366943,10.855875968933104,0.7605483188015164,13348.0,3,<AIRI_SOURCE_ROOT>/outputs/lachance_online_lomo_baselines_v117_production_2026-07-21/v117_seed_aggregated_within_movie.csv,8510dd42add12014fa4e3d35a32c42381a6aa6fb5ee4acd45719268ac4b3b7f4,True,robust_filter,source-faithful WoLF-IMQ update adaptation,complete,mdck_bulk_online_outer_lomo_v188
1,2,"3,4,5,6",wolf_imq_cv,6,8.95988941192627,12.67119598388672,0.82975596661527,12627.0,3,<AIRI_SOURCE_ROOT>/outputs/lachance_online_lomo_baselines_v117_production_2026-07-21/v117_seed_aggregated_within_movie.csv,8510dd42add12014fa4e3d35a32c42381a6aa6fb5ee4acd45719268ac4b3b7f4,True,robust_filter,source-faithful WoLF-IMQ update adaptation,complete,mdck_bulk_online_outer_lomo_v188
2,3,"1,4,5,6",constant_velocity,1,3.789653778076172,5.359379768371582,0.264252143672628,13633.0,3,<AIRI_SOURCE_ROOT>/outputs/lachance_online_lomo_baselines_v117_production_2026-07-21/v117_seed_aggregated_within_movie.csv,8510dd42add12014fa4e3d35a32c42381a6aa6fb5ee4acd45719268ac4b3b7f4,True,kinematic,exact local implementation,complete,mdck_bulk_online_outer_lomo_v188
2,3,"1,4,5,6",constant_velocity,2,4.284590721130371,6.059326171875,0.7108784710797789,13298.0,3,<AIRI_SOURCE_ROOT>/outputs/lachance_online_lomo_baselines_v117_production_2026-07-21/v117_seed_aggregated_within_movie.csv,8510dd42add12014fa4e3d35a32c42381a6aa6fb5ee4acd45719268ac4b3b7f4,True,kinematic,exact local implementation,complete,mdck_bulk_online_outer_lomo_v188
2,3,"1,4,5,6",constant_velocity,4,5.286755084991455,7.4766011238098145,0.8637814153072313,12631.0,3,<AIRI_SOURCE_ROOT>/outputs/lachance_online_lomo_baselines_v117_production_2026-07-21/v117_seed_aggregated_within_movie.csv,8510dd42add12014fa4e3d35a32c42381a6aa6fb5ee4acd45719268ac4b3b7f4,True,kinematic,exact local implementation,complete,mdck_bulk_online_outer_lomo_v188
2,3,"1,4,5,6",constant_velocity,6,5.925078392028809,8.379325866699219,0.9086745113119384,11967.0,3,<AIRI_SOURCE_ROOT>/outputs/lachance_online_lomo_baselines_v117_production_2026-07-21/v117_seed_aggregated_within_movie.csv,8510dd42add12014fa4e3d35a32c42381a6aa6fb5ee4acd45719268ac4b3b7f4,True,kinematic,exact local implementation,complete,mdck_bulk_online_outer_lomo_v188
2,3,"1,4,5,6",displacement_kf_ca,1,3.909890651702881,5.529420375823975,0.216824362934245,13633.0,3,<AIRI_SOURCE_ROOT>/outputs/lachance_online_lomo_baselines_v117_production_2026-07-21/v117_seed_aggregated_within_movie.csv,8510dd42add12014fa4e3d35a32c42381a6aa6fb5ee4acd45719268ac4b3b7f4,True,classical_filter,exact causal adaptation,complete,mdck_bulk_online_outer_lomo_v188
2,3,"1,4,5,6",displacement_kf_ca,2,5.44189453125,7.696000576019287,0.5335963549059137,13298.0,3,<AIRI_SOURCE_ROOT>/outputs/lachance_online_lomo_baselines_v117_production_2026-07-21/v117_seed_aggregated_within_movie.csv,8510dd42add12014fa4e3d35a32c42381a6aa6fb5ee4acd45719268ac4b3b7f4,True,classical_filter,exact causal adaptation,complete,mdck_bulk_online_outer_lomo_v188
2,3,"1,4,5,6",displacement_kf_ca,4,7.119054794311523,10.067864418029783,0.7529967881719531,12631.0,3,<AIRI_SOURCE_ROOT>/outputs/lachance_online_lomo_baselines_v117_production_2026-07-21/v117_seed_aggregated_within_movie.csv,8510dd42add12014fa4e3d35a32c42381a6aa6fb5ee4acd45719268ac4b3b7f4,True,classical_filter,exact causal adaptation,complete,mdck_bulk_online_outer_lomo_v188
2,3,"1,4,5,6",displacement_kf_ca,6,7.653542518615723,10.823742866516112,0.847619711143991,11967.0,3,<AIRI_SOURCE_ROOT>/outputs/lachance_online_lomo_baselines_v117_production_2026-07-21/v117_seed_aggregated_within_movie.csv,8510dd42add12014fa4e3d35a32c42381a6aa6fb5ee4acd45719268ac4b3b7f4,True,classical_filter,exact causal adaptation,complete,mdck_bulk_online_outer_lomo_v188
2,3,"1,4,5,6",displacement_kf_cv,1,3.554931402206421,5.027431964874268,0.3525706456653411,13633.0,3,<AIRI_SOURCE_ROOT>/outputs/lachance_online_lomo_baselines_v117_production_2026-07-21/v117_seed_aggregated_within_movie.csv,8510dd42add12014fa4e3d35a32c42381a6aa6fb5ee4acd45719268ac4b3b7f4,True,classical_filter,exact causal adaptation,complete,mdck_bulk_online_outer_lomo_v188
